"process_date","processor","lake_code","lake_name","trawl_date","start_time","end_time","duration_mi","depth_m","trawl_number","fish_total","fish_id","species_code","fish_description","fish_length_mm","fish_weight_g","weight_conversion_formula","preservative_code","preservative_description","sample_number","sas_scale","sas_scale_book","age","aging_technique","aging_technique_name","source_file","comment","standardized_weight_g","species_code_comment","program_notes","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","start_time.dat","end_time.dat","scale","scale_book","source_file.dat","source_line","sample_type","trawl_location","trawl_number_comment","trawl_date_comment","time_comment","preservative_code_comment","depth_m_comment","start_time.sas","end_time.sas","source_file.sas",".joyn","scale_book_letter"
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,16,2,"Stickleback",50,1.29,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,1.16,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_16_1.29_50",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,16,2,"Stickleback",50,1.29,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_16_1.29_50",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",24042,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,22,17,2,"Stickleback",43,0.82,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"SUB ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_17_0.82_43",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",31469,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,17,2,"Stickleback",43,0.82,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.74,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_17_0.82_43",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,17,2,"Stickleback",45,0.94,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.84,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_17_0.94_45",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,17,2,"Stickleback",45,0.94,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_17_0.94_45",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",24045,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,22,18,2,"Stickleback",39,0.61,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"SUB ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_18_0.61_39",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",31472,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,18,2,"Stickleback",39,0.61,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.55,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_18_0.61_39",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,18,2,"Stickleback",45,0.87,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.78,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_18_0.87_45",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,18,2,"Stickleback",45,0.87,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_18_0.87_45",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",24048,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,22,19,2,"Stickleback",43,0.81,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"SUB ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_19_0.81_43",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",31475,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,19,2,"Stickleback",43,0.81,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.73,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_19_0.81_43",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,19,2,"Stickleback",46,0.9,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.81,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_19_0.9_46",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,19,2,"Stickleback",46,0.9,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_19_0.9_46",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",24051,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,22,1,2,"Stickleback",40,0.61,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"SUB ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_1_0.61_40",7,1985,"00:45:00","01:00:00",NA,"2","trawl85.dat",31421,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,1,2,"Stickleback",40,0.61,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,0.55,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_1_0.61_40",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,1,1,2,"Stickleback",52,1.36,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"GRAVID FEMALES","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_1_1.36_52",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",30514,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,1,2,"Stickleback",52,1.36,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,1.22,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_1_1.36_52",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,1,2,"Stickleback",53,1.4,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.26,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_1_1.4_53",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,1,2,"Stickleback",53,1.4,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_1_1.4_53",7,1985,"00:45:00","01:00:00",NA,"2","trawl85.dat",23997,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,22,20,2,"Stickleback",43,0.67,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"SUB ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_20_0.67_43",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",31478,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,20,2,"Stickleback",43,0.67,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.6,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_20_0.67_43",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,20,2,"Stickleback",46,0.9,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.81,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_20_0.9_46",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,20,2,"Stickleback",46,0.9,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_20_0.9_46",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",24054,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,22,21,2,"Stickleback",44,0.86,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"SUB ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_21_0.86_44",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",31481,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,21,2,"Stickleback",44,0.86,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.77,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_21_0.86_44",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,21,2,"Stickleback",49,1.06,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.95,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_21_1.06_49",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,21,2,"Stickleback",49,1.06,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_21_1.06_49",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",24057,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,22,22,2,"Stickleback",42,0.71,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"SUB ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_22_0.71_42",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",31484,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,22,2,"Stickleback",42,0.71,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.64,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_22_0.71_42",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,22,2,"Stickleback",46,0.91,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.82,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_22_0.91_46",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,22,2,"Stickleback",46,0.91,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_22_0.91_46",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",24060,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,23,2,"Stickleback",49,1.14,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,1.02,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_23_1.14_49",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,23,2,"Stickleback",49,1.14,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_23_1.14_49",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",24063,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,24,2,"Stickleback",48,1,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.9,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_24_1_48",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,24,2,"Stickleback",48,1,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_24_1_48",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",24066,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,25,2,"Stickleback",49,1.06,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.95,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_25_1.06_49",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,25,2,"Stickleback",49,1.06,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_25_1.06_49",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",24069,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,26,2,"Stickleback",47,0.97,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.87,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_26_0.97_47",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,26,2,"Stickleback",47,0.97,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_26_0.97_47",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",24072,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,27,2,"Stickleback",48,1.16,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.04,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_27_1.16_48",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,27,2,"Stickleback",48,1.16,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_27_1.16_48",7,1985,"00:45:00","01:00:00",NA,"2","trawl85.dat",24075,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,28,2,"Stickleback",55,1.57,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.41,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_28_1.57_55",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,28,2,"Stickleback",55,1.57,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_28_1.57_55",7,1985,"00:45:00","01:00:00",NA,"2","trawl85.dat",24078,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,29,2,"Stickleback",46,0.95,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,0.85,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_29_0.95_46",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,29,2,"Stickleback",46,0.95,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_29_0.95_46",7,1985,"00:45:00","01:00:00",NA,"2","trawl85.dat",24081,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,22,2,2,"Stickleback",44,0.85,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"SUB ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_2_0.85_44",7,1985,"00:45:00","01:00:00",NA,"2","trawl85.dat",31424,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,2,2,"Stickleback",44,0.85,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,0.76,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_2_0.85_44",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,2,2,"Stickleback",53,1.48,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.33,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_2_1.48_53",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,2,2,"Stickleback",53,1.48,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_2_1.48_53",7,1985,"00:45:00","01:00:00",NA,"2","trawl85.dat",24000,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,30,2,"Stickleback",50,1.2,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.08,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_30_1.2_50",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,30,2,"Stickleback",50,1.2,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_30_1.2_50",7,1985,"00:45:00","01:00:00",NA,"2","trawl85.dat",24084,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,65,31,2,"Stickleback",47,0.95,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,0.85,NA,"AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_31_0.95_47",7,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:45:00","01:00:00","trawl85.sas7bdat","y",NA
"1986-02-25","31",40,"Kennedy L (Clay)","1985-07-12",NA,NA,"15",6,14,78,31,2,"Stickleback",47,0.95,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"STICKLE ADULTS","AA - Living Data Program - 2025","1985-07-12_40_14_6","1985-07-12_40_14_6_2_31_0.95_47",7,1985,"00:45:00","01:00:00",NA,"1","trawl85.dat",24087,"TRAWL","TR 2 EAST INSHORE",NA,"","",NA,NA,NA,NA,NA,"x",NA
