Stratum,Area,Transect,Length,Lake,LakeCode
20-30,118.7,Transect2,262.2,NAKINA,224
20-30,118.7,Transect3,209.3,NAKINA,224
20-30,118.7,Transect4,82.3,NAKINA,224
20-30,118.7,Transect5,0,NAKINA,224
20-30,118.7,Transect6,0,NAKINA,224
20-30,118.7,Transect7,0,NAKINA,224
30-40,45.5,Transect1,0,NAKINA,224
30-40,45.5,Transect2,252.8,NAKINA,224
30-40,45.5,Transect3,0,NAKINA,224
30-40,45.5,Transect4,0,NAKINA,224
30-40,45.5,Transect5,0,NAKINA,224
30-40,45.5,Transect6,0,NAKINA,224
30-40,45.5,Transect7,0,NAKINA,224
05-Feb,3628,Transect1,806,NIMPKISH,21
05-Feb,3628,Transect2,1344,NIMPKISH,21
05-Feb,3628,Transect3,1269,NIMPKISH,21
05-Feb,3628,Transect4,1702,NIMPKISH,21
05-Feb,3628,Transect5,1729,NIMPKISH,21
05-Feb,3628,Transect6,1843,NIMPKISH,21
05-Feb,3628,Transect7,1537,NIMPKISH,21
05-Feb,3628,Transect8,1093,NIMPKISH,21
05-Mar,3628,Transect1,806,NIMPKISH,21
05-Mar,3628,Transect2,1344,NIMPKISH,21
05-Mar,3628,Transect3,1269,NIMPKISH,21
05-Mar,3628,Transect4,1702,NIMPKISH,21
05-Mar,3628,Transect5,1729,NIMPKISH,21
05-Mar,3628,Transect6,1843,NIMPKISH,21
05-Mar,3628,Transect7,1537,NIMPKISH,21
05-Mar,3628,Transect8,1093,NIMPKISH,21
10-May,3604,Transect1,799,NIMPKISH,21
10-May,3604,Transect2,1331,NIMPKISH,21
10-May,3604,Transect3,1254,NIMPKISH,21
10-May,3604,Transect4,1679,NIMPKISH,21
10-May,3604,Transect5,1712,NIMPKISH,21
10-May,3604,Transect6,1838,NIMPKISH,21
10-May,3604,Transect7,1522,NIMPKISH,21
10-May,3604,Transect8,1049,NIMPKISH,21
15-Oct,3554,Transect1,791,NIMPKISH,21
15-Oct,3554,Transect2,1330,NIMPKISH,21
15-Oct,3554,Transect3,1246,NIMPKISH,21
15-Oct,3554,Transect4,1657,NIMPKISH,21
15-Oct,3554,Transect5,1700,NIMPKISH,21
15-Oct,3554,Transect6,1819,NIMPKISH,21
15-Oct,3554,Transect7,1505,NIMPKISH,21
15-Oct,3554,Transect8,973,NIMPKISH,21
15-20,3424,Transect1,731,NIMPKISH,21
15-20,3424,Transect2,1282,NIMPKISH,21
15-20,3424,Transect3,1225,NIMPKISH,21
15-20,3424,Transect4,1646,NIMPKISH,21
15-20,3424,Transect5,1690,NIMPKISH,21
15-20,3424,Transect6,1796,NIMPKISH,21
15-20,3424,Transect7,1481,NIMPKISH,21
15-20,3424,Transect8,891,NIMPKISH,21
20-30,3282,Transect1,656,NIMPKISH,21
20-30,3282,Transect2,1184,NIMPKISH,21
20-30,3282,Transect3,1184,NIMPKISH,21
20-30,3282,Transect4,1617,NIMPKISH,21
20-30,3282,Transect5,1664,NIMPKISH,21
20-30,3282,Transect6,1773,NIMPKISH,21
20-30,3282,Transect7,1440,NIMPKISH,21
20-30,3282,Transect8,763,NIMPKISH,21
30-40,3104,Transect1,576,NIMPKISH,21
30-40,3104,Transect2,1162,NIMPKISH,21
30-40,3104,Transect3,1144,NIMPKISH,21
30-40,3104,Transect4,1573,NIMPKISH,21
30-40,3104,Transect5,1627,NIMPKISH,21
30-40,3104,Transect6,1738,NIMPKISH,21
30-40,3104,Transect7,1390,NIMPKISH,21
30-40,3104,Transect8,685,NIMPKISH,21
40-50,2976,Transect1,512,NIMPKISH,21
40-50,2976,Transect2,1106,NIMPKISH,21
40-50,2976,Transect3,1109,NIMPKISH,21
40-50,2976,Transect4,1528,NIMPKISH,21
40-50,2976,Transect5,1582,NIMPKISH,21
40-50,2976,Transect6,1708,NIMPKISH,21
40-50,2976,Transect7,1351,NIMPKISH,21
40-50,2976,Transect8,612,NIMPKISH,21
50-60,2865,Transect1,452,NIMPKISH,21
50-60,2865,Transect2,995,NIMPKISH,21
50-60,2865,Transect3,1074,NIMPKISH,21
50-60,2865,Transect4,1461,NIMPKISH,21
50-60,2865,Transect5,1544,NIMPKISH,21
50-60,2865,Transect6,1668,NIMPKISH,21
50-60,2865,Transect7,1307,NIMPKISH,21
50-60,2865,Transect8,551,NIMPKISH,21
60-70,2727,Transect1,0,NIMPKISH,21
60-70,2727,Transect2,970,NIMPKISH,21
60-70,2727,Transect3,1044,NIMPKISH,21
60-70,2727,Transect4,1421,NIMPKISH,21
60-70,2727,Transect5,1508,NIMPKISH,21
60-70,2727,Transect6,1627,NIMPKISH,21
60-70,2727,Transect7,1275,NIMPKISH,21
60-70,2727,Transect8,504,NIMPKISH,21
70-80,2607,Transect1,0,NIMPKISH,21
70-80,2607,Transect2,950,NIMPKISH,21
70-80,2607,Transect3,1014,NIMPKISH,21
70-80,2607,Transect4,1380,NIMPKISH,21
70-80,2607,Transect5,1465,NIMPKISH,21
70-80,2607,Transect6,1564,NIMPKISH,21
70-80,2607,Transect7,1244,NIMPKISH,21
70-80,2607,Transect8,464,NIMPKISH,21
05-Feb,711,Transect1,662,Nahmint,153
05-Feb,711,Transect2,801,Nahmint,153
05-Feb,711,Transect3,525,Nahmint,153
05-Feb,711,Transect4,672,Nahmint,153
05-Feb,711,Transect5,582,Nahmint,153
05-Mar,711,Transect1,662,Nahmint,153
05-Mar,711,Transect2,801,Nahmint,153
05-Mar,711,Transect3,525,Nahmint,153
05-Mar,711,Transect4,672,Nahmint,153
05-Mar,711,Transect5,582,Nahmint,153
10-May,692,Transect1,649,Nahmint,153
10-May,692,Transect2,792,Nahmint,153
10-May,692,Transect3,504,Nahmint,153
10-May,692,Transect4,653,Nahmint,153
10-May,692,Transect5,568,Nahmint,153
15-Oct,673,Transect1,633,Nahmint,153
15-Oct,673,Transect2,781,Nahmint,153
15-Oct,673,Transect3,491,Nahmint,153
15-Oct,673,Transect4,635,Nahmint,153
15-Oct,673,Transect5,546,Nahmint,153
15-20,654,Transect1,614,Nahmint,153
15-20,654,Transect2,774,Nahmint,153
15-20,654,Transect3,477,Nahmint,153
15-20,654,Transect4,619,Nahmint,153
15-20,654,Transect5,475,Nahmint,153
20-30,625,Transect1,590,Nahmint,153
20-30,625,Transect2,746,Nahmint,153
20-30,625,Transect3,454,Nahmint,153
20-30,625,Transect4,593,Nahmint,153
20-30,625,Transect5,447,Nahmint,153
30-40,581,Transect1,564,Nahmint,153
30-40,581,Transect2,706,Nahmint,153
30-40,581,Transect3,427,Nahmint,153
30-40,581,Transect4,552,Nahmint,153
30-40,581,Transect5,411,Nahmint,153
40-50,565,Transect1,537,Nahmint,153
40-50,565,Transect2,670,Nahmint,153
40-50,565,Transect3,395,Nahmint,153
40-50,565,Transect4,524,Nahmint,153
40-50,565,Transect5,381,Nahmint,153
50-60,533,Transect1,516,Nahmint,153
50-60,533,Transect2,646,Nahmint,153
50-60,533,Transect3,370,Nahmint,153
50-60,533,Transect4,483,Nahmint,153
50-60,533,Transect5,352,Nahmint,153
05-Feb,222,Transect1,735,Nahwitti,121
05-Feb,222,Transect2,685,Nahwitti,121
05-Feb,222,Transect3,640,Nahwitti,121
05-Feb,222,Transect4,350,Nahwitti,121
05-Feb,222,Transect5,565,Nahwitti,121
05-Mar,222,Transect1,735,Nahwitti,121
05-Mar,222,Transect2,685,Nahwitti,121
05-Mar,222,Transect3,640,Nahwitti,121
05-Mar,222,Transect4,350,Nahwitti,121
05-Mar,222,Transect5,565,Nahwitti,121
10-May,207,Transect1,720,Nahwitti,121
10-May,207,Transect2,660,Nahwitti,121
10-May,207,Transect3,625,Nahwitti,121
10-May,207,Transect4,335,Nahwitti,121
10-May,207,Transect5,515,Nahwitti,121
15-Oct,192,Transect1,700,Nahwitti,121
15-Oct,192,Transect2,625,Nahwitti,121
15-Oct,192,Transect3,610,Nahwitti,121
15-Oct,192,Transect4,300,Nahwitti,121
15-Oct,192,Transect5,440,Nahwitti,121
15-20,175,Transect1,680,Nahwitti,121
15-20,175,Transect2,605,Nahwitti,121
15-20,175,Transect3,590,Nahwitti,121
15-20,175,Transect4,265,Nahwitti,121
15-20,175,Transect5,390,Nahwitti,121
20-30,144,Transect1,635,Nahwitti,121
20-30,144,Transect2,550,Nahwitti,121
20-30,144,Transect3,600,Nahwitti,121
20-30,144,Transect4,205,Nahwitti,121
20-30,144,Transect5,325,Nahwitti,121
30-40,75,Transect1,160,Nahwitti,121
30-40,75,Transect2,245,Nahwitti,121
30-40,75,Transect3,295,Nahwitti,121
30-40,75,Transect4,100,Nahwitti,121
30-40,75,Transect5,225,Nahwitti,121
40-50,14,Transect1,0,Nahwitti,121
40-50,14,Transect2,130,Nahwitti,121
40-50,14,Transect3,0,Nahwitti,121
40-50,14,Transect4,0,Nahwitti,121
40-50,14,Transect5,70,Nahwitti,121
05-Feb,222,Transect1,600,Nahwitti_2005,2005
05-Feb,222,Transect2,400,Nahwitti_2005,2005
05-Feb,222,Transect3,700,Nahwitti_2005,2005
05-Feb,222,Transect4,900,Nahwitti_2005,2005
05-Feb,222,Transect5,800,Nahwitti_2005,2005
05-Feb,222,Transect6,800,Nahwitti_2005,2005
05-Feb,222,Transect7,900,Nahwitti_2005,2005
05-Feb,222,Transect8,800,Nahwitti_2005,2005
05-Mar,222,Transect1,600,Nahwitti_2005,2005
05-Mar,222,Transect2,400,Nahwitti_2005,2005
05-Mar,222,Transect3,700,Nahwitti_2005,2005
05-Mar,222,Transect4,900,Nahwitti_2005,2005
05-Mar,222,Transect5,800,Nahwitti_2005,2005
05-Mar,222,Transect6,800,Nahwitti_2005,2005
05-Mar,222,Transect7,900,Nahwitti_2005,2005
05-Mar,222,Transect8,800,Nahwitti_2005,2005
10-May,207,Transect1,511,Nahwitti_2005,2005
10-May,207,Transect2,388,Nahwitti_2005,2005
10-May,207,Transect3,672,Nahwitti_2005,2005
10-May,207,Transect4,892,Nahwitti_2005,2005
10-May,207,Transect5,794,Nahwitti_2005,2005
10-May,207,Transect6,796,Nahwitti_2005,2005
10-May,207,Transect7,890,Nahwitti_2005,2005
10-May,207,Transect8,787,Nahwitti_2005,2005
15-Oct,192,Transect1,301,Nahwitti_2005,2005
15-Oct,192,Transect2,304,Nahwitti_2005,2005
15-Oct,192,Transect3,633,Nahwitti_2005,2005
15-Oct,192,Transect4,865,Nahwitti_2005,2005
15-Oct,192,Transect5,763,Nahwitti_2005,2005
15-Oct,192,Transect6,782,Nahwitti_2005,2005
15-Oct,192,Transect7,873,Nahwitti_2005,2005
15-Oct,192,Transect8,766,Nahwitti_2005,2005
15-20,175,Transect1,255,Nahwitti_2005,2005
15-20,175,Transect2,236,Nahwitti_2005,2005
15-20,175,Transect3,633,Nahwitti_2005,2005
15-20,175,Transect4,833,Nahwitti_2005,2005
15-20,175,Transect5,739,Nahwitti_2005,2005
15-20,175,Transect6,750,Nahwitti_2005,2005
15-20,175,Transect7,846,Nahwitti_2005,2005
15-20,175,Transect8,735,Nahwitti_2005,2005
20-30,144,Transect1,191,Nahwitti_2005,2005
20-30,144,Transect2,41,Nahwitti_2005,2005
20-30,144,Transect3,495,Nahwitti_2005,2005
20-30,144,Transect4,796,Nahwitti_2005,2005
20-30,144,Transect5,695,Nahwitti_2005,2005
20-30,144,Transect6,720,Nahwitti_2005,2005
20-30,144,Transect7,813,Nahwitti_2005,2005
20-30,144,Transect8,675,Nahwitti_2005,2005
30-40,75,Transect1,0,Nahwitti_2005,2005
30-40,75,Transect2,0,Nahwitti_2005,2005
30-40,75,Transect3,342,Nahwitti_2005,2005
30-40,75,Transect4,486,Nahwitti_2005,2005
30-40,75,Transect5,330,Nahwitti_2005,2005
30-40,75,Transect6,270,Nahwitti_2005,2005
30-40,75,Transect7,339,Nahwitti_2005,2005
30-40,75,Transect8,199,Nahwitti_2005,2005
40-50,14,Transect1,0,Nahwitti_2005,2005
40-50,14,Transect2,0,Nahwitti_2005,2005
40-50,14,Transect3,108,Nahwitti_2005,2005
40-50,14,Transect4,0,Nahwitti_2005,2005
40-50,14,Transect5,0,Nahwitti_2005,2005
40-50,14,Transect6,114,Nahwitti_2005,2005
40-50,14,Transect7,176,Nahwitti_2005,2005
40-50,14,Transect8,0,Nahwitti_2005,2005
05-Feb,179,Transect1,1746,Osoyoos,239
05-Feb,179,Transect2,1261,Osoyoos,239
05-Mar,179,Transect1,1746,Osoyoos,239
05-Mar,179,Transect2,1261,Osoyoos,239
10-May,140,Transect1,1707,Osoyoos,239
10-May,140,Transect2,1261,Osoyoos,239
15-Oct,101,Transect1,1424,Osoyoos,239
15-Oct,101,Transect2,1207,Osoyoos,239
15-20,50,Transect1,977,Osoyoos,239
15-20,50,Transect2,1084,Osoyoos,239
20-30,24,Transect1,911,Osoyoos,239
20-30,24,Transect2,0,Osoyoos,239
05-Feb,933,Transect1,828,Osoyoos,238
05-Feb,933,Transect2,1152,Osoyoos,238
05-Feb,933,Transect3,1407,Osoyoos,238
05-Feb,933,Transect4,1151,Osoyoos,238
05-Feb,933,Transect5,752,Osoyoos,238
05-Feb,933,Transect6,814,Osoyoos,238
05-Feb,933,Transect7,1466,Osoyoos,238
05-Feb,933,Transect8,1310,Osoyoos,238
05-Feb,933,Transect9,1181,Osoyoos,238
05-Feb,933,Transect10,2300,Osoyoos,238
05-Mar,933,Transect1,828,Osoyoos,238
05-Mar,933,Transect2,1152,Osoyoos,238
05-Mar,933,Transect3,1407,Osoyoos,238
05-Mar,933,Transect4,1151,Osoyoos,238
05-Mar,933,Transect5,752,Osoyoos,238
05-Mar,933,Transect6,813,Osoyoos,238
05-Mar,933,Transect7,1465,Osoyoos,238
05-Mar,933,Transect8,1310,Osoyoos,238
05-Mar,933,Transect9,1180,Osoyoos,238
05-Mar,933,Transect10,2300,Osoyoos,238
10-May,883,Transect1,827,Osoyoos,238
10-May,883,Transect2,1136,Osoyoos,238
10-May,883,Transect3,1402,Osoyoos,238
10-May,883,Transect4,1151,Osoyoos,238
10-May,883,Transect5,752,Osoyoos,238
10-May,883,Transect6,813,Osoyoos,238
10-May,883,Transect7,1465,Osoyoos,238
10-May,883,Transect8,1286,Osoyoos,238
10-May,883,Transect9,1169,Osoyoos,238
10-May,883,Transect10,2232,Osoyoos,238
15-Oct,810,Transect1,809,Osoyoos,238
15-Oct,810,Transect2,1122,Osoyoos,238
15-Oct,810,Transect3,1380,Osoyoos,238
15-Oct,810,Transect4,1128,Osoyoos,238
15-Oct,810,Transect5,752,Osoyoos,238
15-Oct,810,Transect6,800,Osoyoos,238
15-Oct,810,Transect7,1441,Osoyoos,238
15-Oct,810,Transect8,1247,Osoyoos,238
15-Oct,810,Transect9,1150,Osoyoos,238
15-Oct,810,Transect10,2198,Osoyoos,238
15-20,734,Transect1,790,Osoyoos,238
15-20,734,Transect2,1108,Osoyoos,238
15-20,734,Transect3,1302,Osoyoos,238
15-20,734,Transect4,1038,Osoyoos,238
15-20,734,Transect5,731,Osoyoos,238
15-20,734,Transect6,778,Osoyoos,238
15-20,734,Transect7,1329,Osoyoos,238
15-20,734,Transect8,1145,Osoyoos,238
15-20,734,Transect9,1079,Osoyoos,238
15-20,734,Transect10,2149,Osoyoos,238
20-30,613,Transect1,760,Osoyoos,238
20-30,613,Transect2,1073,Osoyoos,238
20-30,613,Transect3,1245,Osoyoos,238
20-30,613,Transect4,976,Osoyoos,238
20-30,613,Transect5,652,Osoyoos,238
20-30,613,Transect6,662,Osoyoos,238
20-30,613,Transect7,1247,Osoyoos,238
20-30,613,Transect8,956,Osoyoos,238
20-30,613,Transect9,882,Osoyoos,238
20-30,613,Transect10,2008,Osoyoos,238
30-40,374,Transect1,611,Osoyoos,238
30-40,374,Transect2,973,Osoyoos,238
30-40,374,Transect3,1042,Osoyoos,238
30-40,374,Transect4,735,Osoyoos,238
30-40,374,Transect5,423,Osoyoos,238
30-40,374,Transect6,419,Osoyoos,238
30-40,374,Transect7,1072,Osoyoos,238
30-40,374,Transect8,0,Osoyoos,238
30-40,374,Transect9,809,Osoyoos,238
30-40,374,Transect10,1673,Osoyoos,238
05-Feb,933,Transect1,828,Osoyoos_2005,2005
05-Feb,933,Transect2,1152,Osoyoos_2005,2005
05-Feb,933,Transect3,1407,Osoyoos_2005,2005
05-Feb,933,Transect4,1151,Osoyoos_2005,2005
05-Feb,933,Transect5,752,Osoyoos_2005,2005
05-Feb,933,Transect6,814,Osoyoos_2005,2005
05-Feb,933,Transect7,1466,Osoyoos_2005,2005
05-Feb,933,Transect8,1310,Osoyoos_2005,2005
05-Feb,933,Transect9,1181,Osoyoos_2005,2005
05-Feb,933,Transect10,2300,Osoyoos_2005,2005
05-Feb,933,Transect11,1400,Osoyoos_2005,2005
05-Feb,933,Transect12,1600,Osoyoos_2005,2005
05-Feb,933,Transect13,2000,Osoyoos_2005,2005
05-Feb,933,Transect14,2900,Osoyoos_2005,2005
05-Mar,933,Transect1,828,Osoyoos_2005,2005
05-Mar,933,Transect2,1152,Osoyoos_2005,2005
05-Mar,933,Transect3,1407,Osoyoos_2005,2005
05-Mar,933,Transect4,1151,Osoyoos_2005,2005
05-Mar,933,Transect5,752,Osoyoos_2005,2005
05-Mar,933,Transect6,813,Osoyoos_2005,2005
05-Mar,933,Transect7,1465,Osoyoos_2005,2005
05-Mar,933,Transect8,1310,Osoyoos_2005,2005
05-Mar,933,Transect9,1180,Osoyoos_2005,2005
05-Mar,933,Transect10,2300,Osoyoos_2005,2005
05-Mar,933,Transect11,1400,Osoyoos_2005,2005
05-Mar,933,Transect12,1600,Osoyoos_2005,2005
05-Mar,933,Transect13,2000,Osoyoos_2005,2005
05-Mar,933,Transect14,2900,Osoyoos_2005,2005
10-May,883,Transect1,827,Osoyoos_2005,2005
10-May,883,Transect2,1136,Osoyoos_2005,2005
10-May,883,Transect3,1402,Osoyoos_2005,2005
10-May,883,Transect4,1151,Osoyoos_2005,2005
10-May,883,Transect5,752,Osoyoos_2005,2005
10-May,883,Transect6,813,Osoyoos_2005,2005
10-May,883,Transect7,1465,Osoyoos_2005,2005
10-May,883,Transect8,1286,Osoyoos_2005,2005
10-May,883,Transect9,1169,Osoyoos_2005,2005
10-May,883,Transect10,2232,Osoyoos_2005,2005
10-May,883,Transect11,1379,Osoyoos_2005,2005
10-May,883,Transect12,1576,Osoyoos_2005,2005
10-May,883,Transect13,2000,Osoyoos_2005,2005
10-May,883,Transect14,2892,Osoyoos_2005,2005
15-Oct,810,Transect1,809,Osoyoos_2005,2005
15-Oct,810,Transect2,1122,Osoyoos_2005,2005
15-Oct,810,Transect3,1380,Osoyoos_2005,2005
15-Oct,810,Transect4,1128,Osoyoos_2005,2005
15-Oct,810,Transect5,752,Osoyoos_2005,2005
15-Oct,810,Transect6,800,Osoyoos_2005,2005
15-Oct,810,Transect7,1441,Osoyoos_2005,2005
15-Oct,810,Transect8,1247,Osoyoos_2005,2005
15-Oct,810,Transect9,1150,Osoyoos_2005,2005
15-Oct,810,Transect10,2198,Osoyoos_2005,2005
15-Oct,810,Transect11,1142,Osoyoos_2005,2005
15-Oct,810,Transect12,1448,Osoyoos_2005,2005
15-Oct,810,Transect13,1705,Osoyoos_2005,2005
15-Oct,810,Transect14,2827,Osoyoos_2005,2005
15-20,734,Transect1,790,Osoyoos_2005,2005
15-20,734,Transect2,1108,Osoyoos_2005,2005
15-20,734,Transect3,1302,Osoyoos_2005,2005
15-20,734,Transect4,1038,Osoyoos_2005,2005
15-20,734,Transect5,731,Osoyoos_2005,2005
15-20,734,Transect6,778,Osoyoos_2005,2005
15-20,734,Transect7,1329,Osoyoos_2005,2005
15-20,734,Transect8,1145,Osoyoos_2005,2005
15-20,734,Transect9,1079,Osoyoos_2005,2005
15-20,734,Transect10,2149,Osoyoos_2005,2005
15-20,734,Transect11,1008,Osoyoos_2005,2005
15-20,734,Transect12,968,Osoyoos_2005,2005
15-20,734,Transect13,1589,Osoyoos_2005,2005
15-20,734,Transect14,2634,Osoyoos_2005,2005
20-30,613,Transect1,760,Osoyoos_2005,2005
20-30,613,Transect2,1073,Osoyoos_2005,2005
20-30,613,Transect3,1245,Osoyoos_2005,2005
20-30,613,Transect4,976,Osoyoos_2005,2005
20-30,613,Transect5,652,Osoyoos_2005,2005
20-30,613,Transect6,662,Osoyoos_2005,2005
20-30,613,Transect7,1247,Osoyoos_2005,2005
20-30,613,Transect8,956,Osoyoos_2005,2005
20-30,613,Transect9,882,Osoyoos_2005,2005
20-30,613,Transect10,2008,Osoyoos_2005,2005
20-30,613,Transect11,792,Osoyoos_2005,2005
20-30,613,Transect12,719,Osoyoos_2005,2005
20-30,613,Transect13,1375,Osoyoos_2005,2005
20-30,613,Transect14,2295,Osoyoos_2005,2005
30-40,374,Transect1,611,Osoyoos_2005,2005
30-40,374,Transect2,973,Osoyoos_2005,2005
30-40,374,Transect3,1042,Osoyoos_2005,2005
30-40,374,Transect4,735,Osoyoos_2005,2005
30-40,374,Transect5,423,Osoyoos_2005,2005
30-40,374,Transect6,419,Osoyoos_2005,2005
30-40,374,Transect7,1072,Osoyoos_2005,2005
30-40,374,Transect8,0,Osoyoos_2005,2005
30-40,374,Transect9,809,Osoyoos_2005,2005
30-40,374,Transect10,1673,Osoyoos_2005,2005
30-40,374,Transect11,82,Osoyoos_2005,2005
30-40,374,Transect12,541,Osoyoos_2005,2005
30-40,374,Transect13,1063,Osoyoos_2005,2005
30-40,374,Transect14,1450,Osoyoos_2005,2005
05-Feb,898,Transect1,936,Osoyoos,240
05-Feb,898,Transect2,905,Osoyoos,240
05-Feb,898,Transect3,1168,Osoyoos,240
05-Feb,898,Transect4,524,Osoyoos,240
05-Feb,898,Transect5,1313,Osoyoos,240
05-Feb,898,Transect6,1744,Osoyoos,240
05-Feb,898,Transect7,2072,Osoyoos,240
05-Feb,898,Transect8,1128,Osoyoos,240
05-Mar,898,Transect1,936,Osoyoos,240
05-Mar,898,Transect2,905,Osoyoos,240
05-Mar,898,Transect3,1168,Osoyoos,240
05-Mar,898,Transect4,524,Osoyoos,240
05-Mar,898,Transect5,1202,Osoyoos,240
05-Mar,898,Transect6,1715,Osoyoos,240
05-Mar,898,Transect7,1912,Osoyoos,240
05-Mar,898,Transect8,915,Osoyoos,240
10-May,782,Transect1,927,Osoyoos,240
10-May,782,Transect2,897,Osoyoos,240
10-May,782,Transect3,1157,Osoyoos,240
10-May,782,Transect4,387,Osoyoos,240
10-May,782,Transect5,1150,Osoyoos,240
10-May,782,Transect6,1504,Osoyoos,240
10-May,782,Transect7,1741,Osoyoos,240
10-May,782,Transect8,586,Osoyoos,240
15-Oct,625,Transect1,894,Osoyoos,240
15-Oct,625,Transect2,825,Osoyoos,240
15-Oct,625,Transect3,1109,Osoyoos,240
15-Oct,625,Transect4,278,Osoyoos,240
15-Oct,625,Transect5,934,Osoyoos,240
15-Oct,625,Transect6,1081,Osoyoos,240
15-Oct,625,Transect7,0,Osoyoos,240
15-Oct,625,Transect8,0,Osoyoos,240
15-20,285,Transect1,729,Osoyoos,240
15-20,285,Transect2,580,Osoyoos,240
15-20,285,Transect3,0,Osoyoos,240
15-20,285,Transect4,0,Osoyoos,240
15-20,285,Transect5,0,Osoyoos,240
15-20,285,Transect6,0,Osoyoos,240
15-20,285,Transect7,0,Osoyoos,240
15-20,285,Transect8,0,Osoyoos,240
20-30,129,Transect1,573,Osoyoos,240
20-30,129,Transect2,0,Osoyoos,240
20-30,129,Transect3,0,Osoyoos,240
20-30,129,Transect4,0,Osoyoos,240
20-30,129,Transect5,0,Osoyoos,240
20-30,129,Transect6,0,Osoyoos,240
20-30,129,Transect7,0,Osoyoos,240
20-30,129,Transect8,0,Osoyoos,240
05-Feb,6625,Transect1,1644,Owikeno,228
05-Feb,6625,Transect2,1833,Owikeno,228
05-Feb,6625,Transect3,2000,Owikeno,228
05-Feb,6625,Transect4,1788,Owikeno,228
05-Feb,6625,Transect5,1661,Owikeno,228
05-Feb,6625,Transect6,1770,Owikeno,228
05-Feb,6625,Transect7,1600,Owikeno,228
05-Feb,6625,Transect8,1900,Owikeno,228
05-Feb,6625,Transect9,2000,Owikeno,228
05-Feb,6625,Transect10,2000,Owikeno,228
05-Feb,6625,Transect11,2600,Owikeno,228
05-Feb,6625,Transect12,1600,Owikeno,228
05-Feb,6625,Transect13,1900,Owikeno,228
05-Mar,6625,Transect1,1644,Owikeno,228
05-Mar,6625,Transect2,1833,Owikeno,228
05-Mar,6625,Transect3,2000,Owikeno,228
05-Mar,6625,Transect4,1788,Owikeno,228
05-Mar,6625,Transect5,1661,Owikeno,228
05-Mar,6625,Transect6,1770,Owikeno,228
05-Mar,6625,Transect7,1600,Owikeno,228
05-Mar,6625,Transect8,1900,Owikeno,228
05-Mar,6625,Transect9,2000,Owikeno,228
05-Mar,6625,Transect10,2000,Owikeno,228
05-Mar,6625,Transect11,2600,Owikeno,228
05-Mar,6625,Transect12,1600,Owikeno,228
05-Mar,6625,Transect13,1900,Owikeno,228
10-May,6526,Transect1,1644,Owikeno,228
10-May,6526,Transect2,1827,Owikeno,228
10-May,6526,Transect3,2000,Owikeno,228
10-May,6526,Transect4,1786,Owikeno,228
10-May,6526,Transect5,1661,Owikeno,228
10-May,6526,Transect6,1767,Owikeno,228
10-May,6526,Transect7,1591,Owikeno,228
10-May,6526,Transect8,1886,Owikeno,228
10-May,6526,Transect9,1985,Owikeno,228
10-May,6526,Transect10,2000,Owikeno,228
10-May,6526,Transect11,2580,Owikeno,228
10-May,6526,Transect12,1593,Owikeno,228
10-May,6526,Transect13,1863,Owikeno,228
15-Oct,6393,Transect1,1638,Owikeno,228
15-Oct,6393,Transect2,1805,Owikeno,228
15-Oct,6393,Transect3,1974,Owikeno,228
15-Oct,6393,Transect4,1775,Owikeno,228
15-Oct,6393,Transect5,1657,Owikeno,228
15-Oct,6393,Transect6,1752,Owikeno,228
15-Oct,6393,Transect7,1567,Owikeno,228
15-Oct,6393,Transect8,1880,Owikeno,228
15-Oct,6393,Transect9,1900,Owikeno,228
15-Oct,6393,Transect10,2000,Owikeno,228
15-Oct,6393,Transect11,2557,Owikeno,228
15-Oct,6393,Transect12,1573,Owikeno,228
15-Oct,6393,Transect13,1839,Owikeno,228
15-20,6260,Transect1,1626,Owikeno,228
15-20,6260,Transect2,1783,Owikeno,228
15-20,6260,Transect3,1935,Owikeno,228
15-20,6260,Transect4,1761,Owikeno,228
15-20,6260,Transect5,1640,Owikeno,228
15-20,6260,Transect6,1732,Owikeno,228
15-20,6260,Transect7,1553,Owikeno,228
15-20,6260,Transect8,1873,Owikeno,228
15-20,6260,Transect9,1886,Owikeno,228
15-20,6260,Transect10,1972,Owikeno,228
15-20,6260,Transect11,2533,Owikeno,228
15-20,6260,Transect12,1553,Owikeno,228
15-20,6260,Transect13,1827,Owikeno,228
20-30,6090,Transect1,1607,Owikeno,228
20-30,6090,Transect2,1752,Owikeno,228
20-30,6090,Transect3,1899,Owikeno,228
20-30,6090,Transect4,1741,Owikeno,228
20-30,6090,Transect5,1611,Owikeno,228
20-30,6090,Transect6,1707,Owikeno,228
20-30,6090,Transect7,1535,Owikeno,228
20-30,6090,Transect8,1860,Owikeno,228
20-30,6090,Transect9,1871,Owikeno,228
20-30,6090,Transect10,1944,Owikeno,228
20-30,6090,Transect11,2514,Owikeno,228
20-30,6090,Transect12,1540,Owikeno,228
20-30,6090,Transect13,1797,Owikeno,228
30-40,5883,Transect1,1581,Owikeno,228
30-40,5883,Transect2,1707,Owikeno,228
30-40,5883,Transect3,1854,Owikeno,228
30-40,5883,Transect4,1712,Owikeno,228
30-40,5883,Transect5,1577,Owikeno,228
30-40,5883,Transect6,1676,Owikeno,228
30-40,5883,Transect7,1494,Owikeno,228
30-40,5883,Transect8,1847,Owikeno,228
30-40,5883,Transect9,1843,Owikeno,228
30-40,5883,Transect10,1896,Owikeno,228
