"ats_year","lake","lake_code","survey_date","target_survey_type","sounder_type","sounder_code","transect","depth_code","targets","prop_sockeye","source_file","line_number","survey_comments","acoustic_survey_notes","sequential_date_replicate"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,8,1,0,NA,"TARGET95.DAT",2990,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,8,2,0,NA,"TARGET95.DAT",3006,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,8,3,0,NA,"TARGET95.DAT",3022,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,8,4,0,NA,"TARGET95.DAT",3038,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,8,5,0,NA,"TARGET95.DAT",3054,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,8,6,0,NA,"TARGET95.DAT",3070,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,8,7,0,NA,"TARGET95.DAT",3086,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,8,8,0,NA,"TARGET95.DAT",3102,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,8,9,0,NA,"TARGET95.DAT",3118,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,8,10,0,NA,"TARGET95.DAT",3134,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,9,1,0,NA,"TARGET95.DAT",2991,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,9,2,0,NA,"TARGET95.DAT",3007,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,9,3,0,NA,"TARGET95.DAT",3023,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,9,4,0,NA,"TARGET95.DAT",3039,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,9,5,0,NA,"TARGET95.DAT",3055,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,9,6,0,NA,"TARGET95.DAT",3071,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,9,7,0,NA,"TARGET95.DAT",3087,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,9,8,0,NA,"TARGET95.DAT",3103,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,9,9,0,NA,"TARGET95.DAT",3119,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,9,10,0,NA,"TARGET95.DAT",3135,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,10,1,0,NA,"TARGET95.DAT",2992,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,10,2,0,NA,"TARGET95.DAT",3008,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,10,3,0,NA,"TARGET95.DAT",3024,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,10,4,0,NA,"TARGET95.DAT",3040,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,10,5,0,NA,"TARGET95.DAT",3056,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,10,6,0,NA,"TARGET95.DAT",3072,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,10,7,0,NA,"TARGET95.DAT",3088,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,10,8,0,NA,"TARGET95.DAT",3104,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,10,9,0,NA,"TARGET95.DAT",3120,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,10,10,0,NA,"TARGET95.DAT",3136,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,11,1,0,NA,"TARGET95.DAT",2993,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,11,2,0,NA,"TARGET95.DAT",3009,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,11,3,0,NA,"TARGET95.DAT",3025,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,11,4,0,NA,"TARGET95.DAT",3041,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,11,5,0,NA,"TARGET95.DAT",3057,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,11,6,0,NA,"TARGET95.DAT",3073,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,11,7,0,NA,"TARGET95.DAT",3089,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,11,8,0,NA,"TARGET95.DAT",3105,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,11,9,0,NA,"TARGET95.DAT",3121,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,11,10,0,NA,"TARGET95.DAT",3137,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,12,1,0,NA,"TARGET95.DAT",2994,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,12,2,0,NA,"TARGET95.DAT",3010,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,12,3,0,NA,"TARGET95.DAT",3026,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,12,4,0,NA,"TARGET95.DAT",3042,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,12,5,0,NA,"TARGET95.DAT",3058,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,12,6,0,NA,"TARGET95.DAT",3074,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,12,7,0,NA,"TARGET95.DAT",3090,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,12,8,0,NA,"TARGET95.DAT",3106,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,12,9,0,NA,"TARGET95.DAT",3122,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,12,10,0,NA,"TARGET95.DAT",3138,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,13,1,0,NA,"TARGET95.DAT",2995,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,13,2,0,NA,"TARGET95.DAT",3011,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,13,3,0,NA,"TARGET95.DAT",3027,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,13,4,0,NA,"TARGET95.DAT",3043,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,13,5,0,NA,"TARGET95.DAT",3059,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,13,6,0,NA,"TARGET95.DAT",3075,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,13,7,0,NA,"TARGET95.DAT",3091,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,13,8,0,NA,"TARGET95.DAT",3107,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,13,9,0,NA,"TARGET95.DAT",3123,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,13,10,0,NA,"TARGET95.DAT",3139,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,14,1,0,NA,"TARGET95.DAT",2996,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,14,2,0,NA,"TARGET95.DAT",3012,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,14,3,0,NA,"TARGET95.DAT",3028,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,14,4,0,NA,"TARGET95.DAT",3044,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,14,5,0,NA,"TARGET95.DAT",3060,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,14,6,0,NA,"TARGET95.DAT",3076,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,14,7,0,NA,"TARGET95.DAT",3092,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,14,8,0,NA,"TARGET95.DAT",3108,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,14,9,0,NA,"TARGET95.DAT",3124,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,14,10,0,NA,"TARGET95.DAT",3140,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,15,1,0,NA,"TARGET95.DAT",2997,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,15,2,0,NA,"TARGET95.DAT",3013,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,15,3,0,NA,"TARGET95.DAT",3029,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,15,4,0,NA,"TARGET95.DAT",3045,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,15,5,0,NA,"TARGET95.DAT",3061,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,15,6,0,NA,"TARGET95.DAT",3077,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,15,7,0,NA,"TARGET95.DAT",3093,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,15,8,0,NA,"TARGET95.DAT",3109,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,15,9,0,NA,"TARGET95.DAT",3125,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,15,10,0,NA,"TARGET95.DAT",3141,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,16,1,0,NA,"TARGET95.DAT",2998,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,16,2,0,NA,"TARGET95.DAT",3014,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,16,3,0,NA,"TARGET95.DAT",3030,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,16,4,0,NA,"TARGET95.DAT",3046,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,16,5,0,NA,"TARGET95.DAT",3062,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,16,6,0,NA,"TARGET95.DAT",3078,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,16,7,0,NA,"TARGET95.DAT",3094,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,16,8,0,NA,"TARGET95.DAT",3110,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,16,9,0,NA,"TARGET95.DAT",3126,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-25,"JUVENILE","SIMRAD               ",2,16,10,0,NA,"TARGET95.DAT",3142,"NA","26Jul95/12Oct95/pr/eym/20128//1/0/1/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-26,"JUVENILE","SIMRAD               ",2,1,1,6,0,"TARGET95.DAT",3156,"processed by J.H. Aug11/95","air 16.0, h2o 20.0, wind light, waves 3cm, rain no 26JUL95/11AUG95/JH/EYM/20128//1/0/0/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-26,"JUVENILE","SIMRAD               ",2,1,2,0,NA,"TARGET95.DAT",3172,"processed by J.H. Aug11/95","air 16.0, h2o 20.0, wind light, waves 3cm, rain no 26JUL95/11AUG95/JH/EYM/20128//1/0/0/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-26,"JUVENILE","SIMRAD               ",2,1,3,159,0,"TARGET95.DAT",3188,"processed by J.H. Aug11/95","air 16.0, h2o 20.0, wind light, waves 3cm, rain no 26JUL95/11AUG95/JH/EYM/20128//1/0/0/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-26,"JUVENILE","SIMRAD               ",2,1,4,31,0.08,"TARGET95.DAT",3204,"processed by J.H. Aug11/95","air 16.0, h2o 20.0, wind light, waves 3cm, rain no 26JUL95/11AUG95/JH/EYM/20128//1/0/0/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-26,"JUVENILE","SIMRAD               ",2,1,5,7,0.08,"TARGET95.DAT",3220,"processed by J.H. Aug11/95","air 16.0, h2o 20.0, wind light, waves 3cm, rain no 26JUL95/11AUG95/JH/EYM/20128//1/0/0/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1995,"Kennedy Lk (Clayoquot Arm)",40,1995-07-26,"JUVENILE","SIMRAD               ",2,1,6,3,0,"TARGET95.DAT",3236,"processed by J.H. Aug11/95","air 16.0, h2o 20.0, wind light, waves 3cm, rain no 26JUL95/11AUG95/JH/EYM/20128//1/0/0/23/2/316","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
