source,ats_year,lake_code,survey_date,lake_all_target,lake_merged_data,notes_all_target,notes_merged_data,file_all_target,file_merged_data
C_In_Both_RAW_and_FINAL_data,1989,21,1989-09-14,Nimpkish Lk         processed by JC,Nimpkish Lk,"see Nimpkish Lk - 890913 40 fish in surface trawl. Recount by J Cuell, 01Dec89.","see Nimpkish Lk - 890913 40 fish in surface trawl. Recount by J Cuell, 01Dec89.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,22,1989-04-24,Woss Lk             processed by RT on 31Jul89.,Woss Lk,"clear,breeze,3/4moon,AT11.5ST14.5degC. 9trawls:236/0+,537/1+,100stk.WARNINGhighsurfacetrawlcatch278","clear,breeze,3/4moon,AT11.5ST14.5degC. 9trawls:236/0+,537/1+,100stk.WARNINGhighsurfacetrawlcatch278",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,22,1989-08-07,Woss Lk             processed by RT on 06Sep89.,Woss Lk,"clear,calm,AT13.5ST16.5degC@00:27. 9trawls:203sx,76stk.WARNINGhighsurfacetrawlcatch159.","clear,calm,AT13.5ST16.5degC@00:27. 9trawls:203sx,76stk.WARNINGhighsurfacetrawlcatch159.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,23,1989-08-04,Vernon Lk           processed by RT on Sept. 6'89,Vernon Lk,"95%cld,5kntN.W.wnd,at17,st18@0041 stickles are 2+ Sx.","95%cld,5kntN.W.wnd,at17,st18@0041 stickles are 2+ Sx.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,24,1989-08-05,Schoen Lk           processed by RT on Aug. 25'89,Schoen Lk,"5% cloud cover, at 13, st 17 C @ 0010 only 1 fish caught for each of 10-15m and 15-20m trawls - labelled as 2+. Nothing caught in remainingtrawls.","5% cloud cover, at 13, st 17 C @ 0010 only 1 fish caught for each of 10-15m and 15-20m trawls - labelled as 2+. Nothing caught in remainingtrawls.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,26,1989-08-16,Ian Lk              processed on 06Sep89 by RT.,Ian Lk,"20-90%oc,SWwnd,fllmnup@22:20,AT14ST18degC. boatproblems=notrwls,spproportionsfrmearlysurveys,SimrdquitnearendT6,T7notdone","20-90%oc,SWwnd,fllmnup@22:20,AT14ST18degC. boatproblems=notrwls,spproportionsfrmearlysurveys,SimrdquitnearendT6,T7notdone",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,40,1989-06-03,KCA                 Processed by RT,Kennedy Lk (Clayoquot Arm),Sx were .93 0+ & .03 1+,Sx were .93 0+ & .03 1+,TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,40,1989-09-28,KCA                 processed by RT on Nov. 8'89.,Kennedy Lk (Clayoquot Arm),"10-100%cldcvr,2-8KS.W.wnd,at14.5,st19C@2346","10-100%cldcvr,2-8KS.W.wnd,at14.5,st19C@2346",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,40,1989-09-29,KCA                 processed on 19Dec89 by PR.,Kennedy Lk (Clayoquot Arm),"ovrcst,SWwind,AT14.5ST19degC@2346. processed by PR, 19Dec89.","ovrcst,SWwind,AT14.5ST19degC@2346. processed by PR, 19Dec89.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,40,1989-09-30,KCA                 processed by JC,Kennedy Lk (Clayoquot Arm),"10-100%cldcvr,at14.5,st19C 7 trawls: 60 0+ Sx; 121 Stkb.","10-100%cldcvr,at14.5,st19C 7 trawls: 60 0+ Sx; 121 Stkb.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,40,1990-02-17,"KCA                 processed by JF, 18Jan91.",Kennedy Lk (Clayoquot Arm),"0-70%ovrcst,lghtNwnd,nomn,AT1.5ST6.5degC. 33Sx caught in 2 surface trawls.","0-70%ovrcst,lghtNwnd,nomn,AT1.5ST6.5degC. 33Sx caught in 2 surface trawls.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,41,1989-06-01,KMA                 processed by RT on Aug. 8'89.,Kennedy Lk (Main Arm),"2-5%cldcvr,5km/hwndfrmS,at15,st17.5C@0138. Sxabv5m-.16-0+,.01-1+;Sxbtwn5m-10m-76-0+,.08-1+.","2-5%cldcvr,5km/hwndfrmS,at15,st17.5C@0138. Sxabv5m-.16-0+,.01-1+;Sxbtwn5m-10m-76-0+,.08-1+.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,41,1989-09-27,KMA                 Processed by JC,Kennedy Lk (Main Arm),"clear, at 15.5, st 19 C 20 trawls: 75 Sx-0+, 1171 Stkb.","clear, at 15.5, st 19 C 20 trawls: 75 Sx-0+, 1171 Stkb.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,41,1990-02-15,"KMA                 processed by JF, 17Jan91.",Kennedy Lk (Main Arm),"80%-clr,chp,nomn,AT3.5/1.5ST6.5degC. very cold,ice on boats.","80%-clr,chp,nomn,AT3.5/1.5ST6.5degC. very cold,ice on boats.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,44,1989-05-31,Muriel Lk           processed by RT,Muriel Lk,"clr,fg@0400,at15,st18C. Sxabv5m:.22-0+,.13-1+;5m-10m:.51-0+,.49-1+;10m+:.6-0+,.4-1+","clr,fg@0400,at15,st18C. Sxabv5m:.22-0+,.13-1+;5m-10m:.51-0+,.49-1+;10m+:.6-0+,.4-1+",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,44,1989-09-26,Muriel Lk           processed by JC,Muriel Lk,"10-100%cldcvr,at15.5,st19C above 5m: .9-0+,.05-1+. processed by JC","10-100%cldcvr,at15.5,st19C above 5m: .9-0+,.05-1+. processed by JC",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,44,1989-09-27,Muriel Lk           Counted by RT on Nov.8'89,Muriel Lk,"10-100%cldcvr,Wwnd0-5knts,at15.5,st19C@2225 above 5m: .9-0+, .05-1+. Counted by RT on 08Nov89.","10-100%cldcvr,Wwnd0-5knts,at15.5,st19C@2225 above 5m: .9-0+, .05-1+. Counted by RT on 08Nov89.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,44,1990-02-19,Muriel Lk           processed by RT on 27Aug90.,Muriel Lk,"10%cld,NEwnd,nomn,AT2ST5.5degC. below 20m stk are .19stk,.31sclpn/lmpy.","10%cld,NEwnd,nomn,AT2ST5.5degC. below 20m stk are .19stk,.31sclpn/lmpy.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1989,69,1989-05-11,Yakoun Lk           processed by RT on July 21'89.,Yakoun Lk,"100%clds,wnd5-15km/hfrmS.,lgtshwrs,at8,st12.5C 2-5m:Sx .850+,.151+;5-10m:.96-0+,.031+,.01other","100%clds,wnd5-15km/hfrmS.,lgtshwrs,at8,st12.5C 2-5m:Sx .850+,.151+;5-10m:.96-0+,.031+,.01other",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,69,1989-08-14,Yakoun Lk           processed on 19Dec89 by PR.,Yakoun Lk,"70-95%oc,SWwnd,fllmnup@22:45,AT14ST17.5degC@03:20.","70-95%oc,SWwnd,fllmnup@22:45,AT14ST17.5degC@03:20.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,107,1989-05-30,Cheewhat Lk,Cheewhat Lk,NA,NA,TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,107,1989-07-01,Cheewhat Lk         processed on 10Aug89 by RT.,Cheewhat Lk,"ovrcst,varwnd,showers,AT15ST19degC@0200 sockeye .06-1+,stickleback .1 sculpin","ovrcst,varwnd,showers,AT15ST19degC@0200 sockeye .06-1+,stickleback .1 sculpin",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,107,1989-07-28,Cheewhat Lk         processed on 10Aug89 by RT.,Cheewhat Lk,"60%cld,SWwnd,AT18ST20.5degC@1540.","60%cld,SWwnd,AT18ST20.5degC@1540.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,107,1989-09-20,Cheewhat Lk         processed by RT on Nov. 20'89.,Cheewhat Lk,"clr,nownd,mnup@23011/2full,at12.5,st18.5@2320 Sx were 84-0+,.05-1+,.01-2+.","clr,nownd,mnup@23011/2full,at12.5,st18.5@2320 Sx were 84-0+,.05-1+,.01-2+.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,107,1989-09-21,Cheewhat Lk         processed by JC,Cheewhat Lk,"clear,1/2full,at12.5,st18.5C@2320 Sx were .85-0+, .05-1+, .01-2+","clear,1/2full,at12.5,st18.5C@2320 Sx were .85-0+, .05-1+, .01-2+",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,107,1989-10-26,Cheewhat Lk         processed on 09Nov89 by RT.,Cheewhat Lk,"25-80%cld,SEwnd,showers,AT8.5,ST13.5@2310 8trawls:39sx,343stk","25-80%cld,SEwnd,showers,AT8.5,ST13.5@2310 8trawls:39sx,343stk",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,107,1990-02-21,"Cheewhat Lk         processed by JF, 22Mar91.",Cheewhat Lk,"10%cld+fg,lghtwnd,AT2ST5degC.","10%cld+fg,lghtwnd,AT2ST5degC.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,121,1989-04-30,Nahwitti Lk         processed by RT on July 31'89.,Nahwitti Lk,"clear, at 9, st 12 C. Stickles are 1+ Sx.","clear, at 9, st 12 C. Stickles are 1+ Sx.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,122,1989-04-28,Quatse Lk           processed by RT on July 27'89,Quatse Lk,"clr,3/4mn,at11.5,st14.5 warning: 109 fish in surface trawl. Sx2-5m:.880+,.041+,.05other","clr,3/4mn,at11.5,st14.5 warning: 109 fish in surface trawl. Sx2-5m:.880+,.041+,.05other",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,122,1989-08-08,Quatse Lk           processed by RT on Aug. 23'89,Quatse Lk,"5-10%cld,1/2kntN.W.wnd,1/4mn,at13,st20.5C@2348 2-5m: Sx are 1+; 5-10m+: Sx are 0.82-0+, 0.07-1+","5-10%cld,1/2kntN.W.wnd,1/4mn,at13,st20.5C@2348 2-5m: Sx are 1+; 5-10m+: Sx are 0.82-0+, 0.07-1+",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,153,1989-09-30,Nahmint Lk          processed by JC,Nahmint Lk,"0-10%cldcvr,at13.5,st17.5C. 15-20m: .84-0+,.08-1+,.08-2+;8 trawls: 14 0+ Sx, 1 1+ sX, 1 2+ Sx","0-10%cldcvr,at13.5,st17.5C. 15-20m: .84-0+,.08-1+,.08-2+;8 trawls: 14 0+ Sx, 1 1+ sX, 1 2+ Sx",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,155,1989-05-06,Skidegate Lk sw     processed by JC,Skidegate Lk sw,"60-100%clds,5km/hwind,at13,st16C@0000 2-5m:Sx.19-0+,.06-1+,.02-2+,.44-sculpin;5-10m:Sx.09-0+,.13-1+,.04-2+,.5-sculpin","60-100%clds,5km/hwind,at13,st16C@0000 2-5m:Sx.19-0+,.06-1+,.02-2+,.44-sculpin;5-10m:Sx.09-0+,.13-1+,.04-2+,.5-sculpin",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,155,1989-08-12,Skidegate Lk sw     processed by RT on Aug. 25'89,Skidegate Lk sw,"15-85%clds,7/8mn,at16,st18.5C@2320 2-5m:sculpins:.95;5-10m:sculpins:.02;10-15m:Sx.4-0+,.03-1+,.03-2+,sculpins:.46,15-20m:sculpin:1.00","15-85%clds,7/8mn,at16,st18.5C@2320 2-5m:sculpins:.95;5-10m:sculpins:.02;10-15m:Sx.4-0+,.03-1+,.03-2+,sculpins:.46,15-20m:sculpin:1.00",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,156,1989-05-06,Skidegate Lk ne     processed by JC,Skidegate Lk ne,"60-100%clds,5km/hwind,at13,st16C@0000 2-5m:Sx.19-0+,.06-1+,.02-2+,.44-sculpin;5-10m:Sx.09-0+,.13-1+,.04-2+,.5-sculpin","60-100%clds,5km/hwind,at13,st16C@0000 2-5m:Sx.19-0+,.06-1+,.02-2+,.44-sculpin;5-10m:Sx.09-0+,.13-1+,.04-2+,.5-sculpin",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,156,1989-08-12,Skidegate Lk ne     processed by JC,Skidegate Lk ne,see skidegate Lk sw - 890812 see Skidegate Lk sw - 890812,see skidegate Lk sw - 890812 see Skidegate Lk sw - 890812,TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,801,1989-06-24,LongA               processed by RT on Aug. 2'89,Long Lk (A),"100%clds,5-15km/hW.wnd,at15,st16.5@0300 5-10m: Sx .o1-1+","100%clds,5-15km/hW.wnd,at15,st16.5@0300 5-10m: Sx .o1-1+",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,801,1989-09-15,LongA               processed by JC,Long Lk (A),"40-905cldcvr,lgtshwrs,fllmnp@2142,at11.5,st17.5 10-15m:Sx.09-0+,.01-1+;15-20m:Sx.60-0+,.12-1+;warning:only7trwlsdnonsurvey.","40-905cldcvr,lgtshwrs,fllmnp@2142,at11.5,st17.5 10-15m:Sx.09-0+,.01-1+;15-20m:Sx.60-0+,.12-1+;warning:only7trwlsdnonsurvey.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,801,1990-03-01,"LongA               processed by PR, 04Mar91.",Long Lk (A),"heavy target overlap 40-60m, counts estimated.","heavy target overlap 40-60m, counts estimated.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,802,1989-06-24,LongB               counted by RT on Aug. 2'89,Long Lk (B),"100%clds,5-15km/hW.wind,at15,st16.5C@0300 5-10m: Sx .01-1+, .01-other","100%clds,5-15km/hW.wind,at15,st16.5C@0300 5-10m: Sx .01-1+, .01-other",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,802,1989-09-15,LongB               processed by JC,Long Lk (B),"40-90%cldcvr,lgtshwrs,fllmnp@2142,at11.5,st17.5 see LongA","40-90%cldcvr,lgtshwrs,fllmnp@2142,at11.5,st17.5 see LongA",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1989,802,1990-03-01,"LongB               processed by PR, 04Mar91.",Long Lk (B),"heavy target overlap 40-60m, counts estimated.","heavy target overlap 40-60m, counts estimated.",TARGET89.DAT,TARGET89.DAT
C_In_Both_RAW_and_FINAL_data,1990,1,1990-06-13,GCL                 processed by PR on 05Dec90.,Great Central Lk,"5%cld,calm,mnup@01:00AT16ST16degC. EYM#20111. Processed by PR, 05Dec90.","5%cld,calm,mnup@01:00AT16ST16degC. EYM#20111. Processed by PR, 05Dec90.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,1,1990-06-14,"GCL                 processed by JF, 15Jan91.",Great Central Lk,"processed by JF, 15Jan91.","processed by JF, 15Jan91.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,1,1990-10-15,GCL                 processed by JF 10Jan90.,Great Central Lk,"ovrcst,lghtwnd,hvyshwrs,AT6ST3degC. 17Oct90 survey,processed by JF 10Jan90.","ovrcst,lghtwnd,hvyshwrs,AT6ST3degC. 17Oct90 survey,processed by JF 10Jan90.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,1,1990-10-16,"GCL                 processed by sm, 01Aug91.",Great Central Lk,NA,NA,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,1,1990-10-18,GCL                 processed on 03Dec90 by PR.,Great Central Lk,"ovrcst,lghtwnd,shwrsheavy erly,AT6ST3degC. species breakdown suspect-insufficient trawling assignment changed","ovrcst,lghtwnd,shwrsheavy erly,AT6ST3degC. species breakdown suspect-insufficient trawling assignment changed",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,1,1991-03-07,"GCL                 PROCESSED BY PR,18MAR91.",Great Central Lk,"75%CLD,CALM,FLLMN,SNWFLURRIES. BAD WEATHER AT START AFFECTED AMOUNT OF TRAWLING.Adjusted for size selectivity.","75%CLD,CALM,FLLMN,SNWFLURRIES. BAD WEATHER AT START AFFECTED AMOUNT OF TRAWLING.Adjusted for size selectivity.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,2,1990-06-11,"Sproat Lk           processed by JF Dec,90.",Sproat Lk,"50%cld,lightwnd,3/4mn,AT13ST15degC. stickles are 1+? Sx. processed by JF, Dec, 90.","50%cld,lightwnd,3/4mn,AT13ST15degC. stickles are 1+? Sx. processed by JF, Dec, 90.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,2,1990-06-12,"Sproat Lk           processed by PR, 09jan90.",Sproat Lk,"50%cld,lightwnd,3/4mn,AT13ST15degC. stickleback are 1+? Sx. Processed by PR, 09Jan90.","50%cld,lightwnd,3/4mn,AT13ST15degC. stickleback are 1+? Sx. Processed by PR, 09Jan90.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,2,1990-06-13,"Sproat Lk           processed by sm, 09May91.",Sproat Lk,"processed by sm, 09May91.","processed by sm, 09May91.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,2,1990-10-15,"Sproat Lk           processed by JF, 08Jan90.",Sproat Lk,"stickles are sockeye 1+, processed by JF 08Jan90.","stickles are sockeye 1+, processed by JF 08Jan90.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,2,1990-10-16,Sproat Lk           processed by PR on 21Nov90.,Sproat Lk,"50%-clr,calm,lghtshrs,nomn,AT8ST14degC. ovrcst,lghtwnd,AT7ST12degC. Stk are 1+ Sx.","50%-clr,calm,lghtshrs,nomn,AT8ST14degC. ovrcst,lghtwnd,AT7ST12degC. Stk are 1+ Sx.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,2,1990-10-17,"Sproat Lk           processed by sm, 08May91.",Sproat Lk,stickleback are 1+ sx.,stickleback are 1+ sx.,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,2,1990-10-18,Sproat Lk           processed by gm 910801,Sproat Lk,NA,NA,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,2,1991-02-06,"Sproat Lk           processed by JF, 01Mar91.",Sproat Lk,"overcast, showers","overcast, showers",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,2,1991-02-09,"Sproat Lk           processed by sm, 08May91.",Sproat Lk,NA,NA,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,3,1990-06-20,"Henderson Lk        processed by PR, 8May91.",Henderson Lk,"clr,brze,nwmn,AT16ST15.6degC. target banding around 20m.","clr,brze,nwmn,AT16ST15.6degC. target banding around 20m.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,3,1990-10-05,"Henderson Lk        processed by PR, 07May91.",Henderson Lk,"60-30%cld,lghtwnd,drizzle/mist,fllmn,AT7ST18.5degC","60-30%cld,lghtwnd,drizzle/mist,fllmn,AT7ST18.5degC",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,6,1990-05-29,"Hobiton Lk          processed by PR, 06Jun90",Hobiton Lk,wind & rain new EYM,wind & rain new EYM,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,6,1990-06-18,Hobiton Lk          processed by PR on 22Jun90.,Hobiton Lk,"ovrcst,lghtbrz,calm,AT15.5ST18.5.","ovrcst,lghtbrz,calm,AT15.5ST18.5.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,6,1990-06-27,Hobiton Lk          processed by PR on 28Jun90.,Hobiton Lk,"ovrcst,rain,lghtbrz,fog,AT16St20. Acoustic survey only.","ovrcst,rain,lghtbrz,fog,AT16St20. Acoustic survey only.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,6,1990-07-22,Hobiton Lk          processed by PR on 30Jul90.,Hobiton Lk,"ovrcst,heavy rain,blustery,AT18ST25degC. Transect #7 beacon not working.","ovrcst,heavy rain,blustery,AT18ST25degC. Transect #7 beacon not working.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,6,1990-08-06,Hobiton Lk          processed by PR on 9Aug90.,Hobiton Lk,"clear, calm, full moon @2221 AT 18 ST 23 deg C.","clear, calm, full moon @2221 AT 18 ST 23 deg C.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,6,1990-10-04,"Hobiton Lk          processed by JF, 16Jan91.",Hobiton Lk,"ovrcst,lghtwnd,calm,fog,AT12ST17degC. #20111,JF 160191.","ovrcst,lghtwnd,calm,fog,AT12ST17degC. #20111,JF 160191.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,21,1990-08-24,"Nimpkish Lk         processed by sm, 29may91.",Nimpkish Lk,NA,NA,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,22,1990-08-23,"Woss Lk             processed by SM, 31May91.",Woss Lk,NA,NA,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,23,1990-09-19,"Vernon Lk           processed by sm, 31May91.",Vernon Lk,NA,NA,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,40,1990-05-27,"KCA                 processed by sm, 14May91.",Kennedy Lk (Clayoquot Arm),NA,NA,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,40,1990-07-18,KCA                 PROCESSED BY RT ON 17AUG90.,Kennedy Lk (Clayoquot Arm),"CLEAR,LGHT WND,NWMN,AT22ST25DEGc.","CLEAR,LGHT WND,NWMN,AT22ST25DEGc.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,40,1990-09-09,"KCA                 processed by JF, 21Jan91.",Kennedy Lk (Clayoquot Arm),"ovrcst,clm,AT21ST21degC.","ovrcst,clm,AT21ST21degC.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,40,1991-02-17,"KCA                 processed by sm, 13jun91.",Kennedy Lk (Clayoquot Arm),"clear, calm, no moon, no temps.","clear, calm, no moon, no temps.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,41,1990-05-29,"KMA                 processed by JF/PR, 1991.",Kennedy Lk (Main Arm),"ovrcst,wndy,hvyrn,AT15ST15degC. Trans#6late, fsh schling.","ovrcst,wndy,hvyrn,AT15ST15degC. Trans#6late, fsh schling.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,41,1990-07-19,KMA                 PROCESSED BY RT ON 17AUG90.,Kennedy Lk (Main Arm),"LGHT BRZE,NW MN, AT21ST24DEGC.","LGHT BRZE,NW MN, AT21ST24DEGC.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,41,1990-09-07,"KMA                 processed by JF/PR, Jan-Mar91.",Kennedy Lk (Main Arm),NA,NA,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,41,1991-02-15,"KMA                 processed by sm, 12Jun91.",Kennedy Lk (Main Arm),"20% cloud, calm, no moon, no temps.","20% cloud, calm, no moon, no temps.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,44,1990-04-26,Muriel Lk           processed by RT on 27Aug90.,Muriel Lk,"ovrcst, NE wnd, modrn,nwmn,AT15ST16.","ovrcst, NE wnd, modrn,nwmn,AT15ST16.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,44,1990-09-10,"Muriel Lk           processed by sm, 14May91.",Muriel Lk,NA,NA,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,69,1990-08-17,Yakoun Lk           processed by PR on 15Nov90.,Yakoun Lk,Stickleback are 1+ sockeye,Stickleback are 1+ sockeye,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,107,1990-06-02,Cheewhat Lk         processed by RT on 21Aug90.,Cheewhat Lk,"ovrcst,wndy,hvy rn,AT16,ST17degC.","ovrcst,wndy,hvy rn,AT16,ST17degC.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,107,1990-06-19,Cheewhat Lk         processed by RT on 20Aug90.,Cheewhat Lk,"ovrcst,calm,AT17.5,ST18degC. Sx 83% 0+, 17% 1+.","ovrcst,calm,AT17.5,ST18degC. Sx 83% 0+, 17% 1+.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,107,1990-06-25,Cheewhat Lk         processed by RT on 20Aug90.,Cheewhat Lk,"clr,brze,nwmn,AT12ST18degC. poor echogram! Sx 52% 0+, 48% 1+","clr,brze,nwmn,AT12ST18degC. poor echogram! Sx 52% 0+, 48% 1+",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,107,1990-07-23,"Cheewhat Lk         processed by pr, 10Aug90.",Cheewhat Lk,"overcast,gusty,light rain,AT 18 ST 23 deg C.","overcast,gusty,light rain,AT 18 ST 23 deg C.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,107,1990-08-07,"Cheewhat Lk         processed by pr, 10Aug90.",Cheewhat Lk,"clear,calm,full moon up @2221, AT 18 ST 23 deg C.","clear,calm,full moon up @2221, AT 18 ST 23 deg C.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,107,1990-10-02,"Cheewhat Lk         processed by JF, 11Jan91.",Cheewhat Lk,"ovrcst,gstingwnd,hvyrn,AT11ST18degC. sx 60% smll,40% lge. JF, 11Jan91.","ovrcst,gstingwnd,hvyrn,AT11ST18degC. sx 60% smll,40% lge. JF, 11Jan91.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,107,1990-10-03,"Cheewhat Lk         processed by JF, 11Jan91.",Cheewhat Lk,"ovrcst,gstingwnd,hvyrn,AT11ST18degC. same as 901002. Trans#6 proportions set to 0 to improve var?","ovrcst,gstingwnd,hvyrn,AT11ST18degC. same as 901002. Trans#6 proportions set to 0 to improve var?",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,107,1991-03-06,"Cheewhat Lk         processed by PR, 25Apr91.",Cheewhat Lk,10-15m stk=20%sclpn.15-20stk=22%sclpn.,10-15m stk=20%sclpn.15-20stk=22%sclpn.,TARGET90.DAT,TARGET90.DAT
