"ats_year","lake_code","lake_name","survey_date_trawl","interval_start","interval_end","survey_date_acoustic","source_file","match_status_acoustic","overlap_status_acoustic","count_acoustic_survey","data_note"
"1988","21","Nimpkish_Lake",1988-07-16,"1988-07-09","1988-07-23",1988-07-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1988","18","Owikeno_Lake",1988-09-10,"1988-09-03","1988-09-17",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1988","18","Owikeno_Lake",1988-09-11,"1988-09-04","1988-09-18",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1988","18","Owikeno_Lake",1988-09-12,"1988-09-05","1988-09-19",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1988","122","Quatse_Lake",1988-09-17,"1988-09-10","1988-09-24",1988-09-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1988","122","Quatse_Lake",1988-09-18,"1988-09-11","1988-09-25",1988-09-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1988","24","Schoen_Lake",1988-09-19,"1988-09-12","1988-09-26",1988-09-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1988","24","Schoen_Lake",1988-09-20,"1988-09-13","1988-09-27",1988-09-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1988","62","Skidegate_Lake",1988-08-03,"1988-07-27","1988-08-10",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1988","156","Skidegate_Lake_NE",NA,NA,NA,1988-08-02,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1988","155","Skidegate_Lake_SW",NA,NA,NA,1988-08-02,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1988","2","Sproat_Lake",NA,NA,NA,1988-10-11,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1988","64","Tahltan_Lake",NA,NA,NA,1988-08-28,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1988","115","Uchuck_Lake",1988-08-20,"1988-08-13","1988-08-27",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1988","115","Uchuck_Lake",1988-08-21,"1988-08-14","1988-08-28",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1988","23","Vernon_Lake",1988-07-13,"1988-07-06","1988-07-20",1988-07-12,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1988","22","Woss_Lake",1988-07-13,"1988-07-06","1988-07-20",1988-07-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1988","22","Woss_Lake",1988-07-14,"1988-07-07","1988-07-21",1988-07-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1988","69","Yakoun_Lake",1988-08-04,"1988-07-28","1988-08-11",1988-08-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1988","69","Yakoun_Lake",1988-08-05,"1988-07-29","1988-08-12",1988-08-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","107","Cheewhat_Lake",1989-05-12,"1989-05-05","1989-05-19",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","107","Cheewhat_Lake",1989-05-31,"1989-05-24","1989-06-07",1989-05-30,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1989","107","Cheewhat_Lake",1989-07-02,"1989-06-25","1989-07-09",1989-07-01,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1989","107","Cheewhat_Lake",1989-07-29,"1989-07-22","1989-08-05",1989-07-28,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1989","107","Cheewhat_Lake",1989-09-20,"1989-09-13","1989-09-27",1989-09-20,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","107","Cheewhat_Lake",1989-09-20,"1989-09-13","1989-09-27",1989-09-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","107","Cheewhat_Lake",1989-09-21,"1989-09-14","1989-09-28",1989-09-20,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","107","Cheewhat_Lake",1989-09-21,"1989-09-14","1989-09-28",1989-09-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","107","Cheewhat_Lake",1989-10-26,"1989-10-19","1989-11-02",1989-10-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","107","Cheewhat_Lake",1989-10-27,"1989-10-20","1989-11-03",1989-10-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","107","Cheewhat_Lake",1990-02-21,"1990-02-14","1990-02-28",1990-02-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","107","Cheewhat_Lake",1990-02-22,"1990-02-15","1990-03-01",1990-02-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","1","Great_Central_Lake",1989-06-29,"1989-06-22","1989-07-06",1989-06-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","1","Great_Central_Lake",1989-06-30,"1989-06-23","1989-07-07",1989-06-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","1","Great_Central_Lake",1989-10-23,"1989-10-16","1989-10-30",1989-10-23,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","1","Great_Central_Lake",1989-10-24,"1989-10-17","1989-10-31",1989-10-23,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","1","Great_Central_Lake",1990-03-15,"1990-03-08","1990-03-22",1990-03-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","1","Great_Central_Lake",1990-03-16,"1990-03-09","1990-03-23",1990-03-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","3","Henderson_Lake",1989-05-21,"1989-05-14","1989-05-28",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","3","Henderson_Lake",1989-06-22,"1989-06-15","1989-06-29",1989-06-21,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1989","3","Henderson_Lake",1989-10-01,"1989-09-24","1989-10-08",1989-10-01,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","3","Henderson_Lake",1989-10-02,"1989-09-25","1989-10-09",1989-10-01,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","3","Henderson_Lake",1990-02-23,"1990-02-16","1990-03-02",1990-02-23,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","3","Henderson_Lake",1990-02-24,"1990-02-17","1990-03-03",1990-02-23,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-05-30,"1989-05-23","1989-06-06",1989-05-29,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-06-23,"1989-06-16","1989-06-30",1989-06-23,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-06-23,"1989-06-16","1989-06-30",1989-06-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-06-30,"1989-06-23","1989-07-07",1989-06-23,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-06-30,"1989-06-23","1989-07-07",1989-06-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-07-01,"1989-06-24","1989-07-08",1989-06-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-07-11,"1989-07-04","1989-07-18",1989-07-10,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-07-21,"1989-07-14","1989-07-28",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-09-01,"1989-08-25","1989-09-08",1989-08-31,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-09-19,"1989-09-12","1989-09-26",1989-09-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-09-19,"1989-09-12","1989-09-26",1989-09-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-09-20,"1989-09-13","1989-09-27",1989-09-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","6","Hobiton_Lake",1989-09-20,"1989-09-13","1989-09-27",1989-09-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","6","Hobiton_Lake",1990-02-22,"1990-02-15","1990-03-01",1990-02-22,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","6","Hobiton_Lake",1990-02-23,"1990-02-16","1990-03-02",1990-02-22,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","6","Hobiton_Lake",NA,NA,NA,1989-07-29,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","6","Hobiton_Lake",NA,NA,NA,1989-10-25,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","26","Ian_Lake",NA,NA,NA,1989-08-16,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","40","Kennedy_Lake_(Clay)",1989-06-03,"1989-05-27","1989-06-10",1989-06-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","40","Kennedy_Lake_(Clay)",1989-06-04,"1989-05-28","1989-06-11",1989-06-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","40","Kennedy_Lake_(Clay)",1989-09-29,"1989-09-22","1989-10-06",1989-09-28,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","40","Kennedy_Lake_(Clay)",1989-09-29,"1989-09-22","1989-10-06",1989-09-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","40","Kennedy_Lake_(Clay)",1989-09-29,"1989-09-22","1989-10-06",1989-09-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","40","Kennedy_Lake_(Clay)",1989-09-30,"1989-09-23","1989-10-07",1989-09-28,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","40","Kennedy_Lake_(Clay)",1989-09-30,"1989-09-23","1989-10-07",1989-09-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","40","Kennedy_Lake_(Clay)",1989-09-30,"1989-09-23","1989-10-07",1989-09-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","40","Kennedy_Lake_(Clay)",1990-02-17,"1990-02-10","1990-02-24",1990-02-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","40","Kennedy_Lake_(Clay)",1990-02-18,"1990-02-11","1990-02-25",1990-02-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","41","Kennedy_Lake_(Main)",1989-06-01,"1989-05-25","1989-06-08",1989-06-01,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","41","Kennedy_Lake_(Main)",1989-06-02,"1989-05-26","1989-06-09",1989-06-01,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","41","Kennedy_Lake_(Main)",1989-06-03,"1989-05-27","1989-06-10",1989-06-01,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","41","Kennedy_Lake_(Main)",1989-09-27,"1989-09-20","1989-10-04",1989-09-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","41","Kennedy_Lake_(Main)",1989-09-28,"1989-09-21","1989-10-05",1989-09-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","41","Kennedy_Lake_(Main)",1989-09-29,"1989-09-22","1989-10-06",1989-09-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","41","Kennedy_Lake_(Main)",1990-02-15,"1990-02-08","1990-02-22",1990-02-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","41","Kennedy_Lake_(Main)",1990-02-16,"1990-02-09","1990-02-23",1990-02-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","8","Long_Lake",1989-06-25,"1989-06-18","1989-07-02",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","8","Long_Lake",1989-06-26,"1989-06-19","1989-07-03",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","8","Long_Lake",1989-06-27,"1989-06-20","1989-07-04",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","8","Long_Lake",1989-09-16,"1989-09-09","1989-09-23",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","8","Long_Lake",1989-09-17,"1989-09-10","1989-09-24",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","8","Long_Lake",1990-03-01,"1990-02-22","1990-03-08",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","8","Long_Lake",1990-03-02,"1990-02-23","1990-03-09",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","8","Long_Lake",1990-03-03,"1990-02-24","1990-03-10",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","801","Long_Lake_(A)",NA,NA,NA,1989-06-24,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","801","Long_Lake_(A)",NA,NA,NA,1989-09-15,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","801","Long_Lake_(A)",NA,NA,NA,1990-03-01,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","802","Long_Lake_(B)",NA,NA,NA,1989-06-24,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","802","Long_Lake_(B)",NA,NA,NA,1989-09-15,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","802","Long_Lake_(B)",NA,NA,NA,1990-03-01,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","44","Muriel_Lake",1989-06-01,"1989-05-25","1989-06-08",1989-05-31,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1989","44","Muriel_Lake",1989-09-26,"1989-09-19","1989-10-03",1989-09-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","44","Muriel_Lake",1989-09-26,"1989-09-19","1989-10-03",1989-09-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","44","Muriel_Lake",1989-09-27,"1989-09-20","1989-10-04",1989-09-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","44","Muriel_Lake",1989-09-27,"1989-09-20","1989-10-04",1989-09-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","44","Muriel_Lake",1990-02-18,"1990-02-11","1990-02-25",1990-02-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","44","Muriel_Lake",1990-02-19,"1990-02-12","1990-02-26",1990-02-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","153","Nahmint_Lake",NA,NA,NA,1989-09-30,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","121","Nahwitti_Lake",NA,NA,NA,1989-04-30,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","21","Nimpkish_Lake",1989-05-17,"1989-05-10","1989-05-24",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","21","Nimpkish_Lake",NA,NA,NA,1989-09-13,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","21","Nimpkish_Lake",NA,NA,NA,1989-09-14,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","18","Owikeno_Lake",1990-03-05,"1990-02-26","1990-03-12",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","18","Owikeno_Lake",1990-03-06,"1990-02-27","1990-03-13",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","18","Owikeno_Lake",1990-03-07,"1990-02-28","1990-03-14",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","18","Owikeno_Lake",1990-03-08,"1990-03-01","1990-03-15",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","122","Quatse_Lake",NA,NA,NA,1989-04-28,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","122","Quatse_Lake",NA,NA,NA,1989-08-08,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","24","Schoen_Lake",NA,NA,NA,1989-08-05,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","62","Skidegate_Lake",1989-05-07,"1989-04-30","1989-05-14",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","62","Skidegate_Lake",1989-05-08,"1989-05-01","1989-05-15",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","62","Skidegate_Lake",1989-05-13,"1989-05-06","1989-05-20",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","62","Skidegate_Lake",1989-05-14,"1989-05-07","1989-05-21",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","156","Skidegate_Lake_NE",NA,NA,NA,1989-05-06,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","156","Skidegate_Lake_NE",NA,NA,NA,1989-08-12,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","155","Skidegate_Lake_SW",NA,NA,NA,1989-05-06,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","155","Skidegate_Lake_SW",NA,NA,NA,1989-08-12,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","2","Sproat_Lake",1989-06-28,"1989-06-21","1989-07-05",1989-06-28,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","2","Sproat_Lake",1989-06-29,"1989-06-22","1989-07-06",1989-06-28,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","2","Sproat_Lake",1989-10-18,"1989-10-11","1989-10-25",1989-10-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","2","Sproat_Lake",1989-10-18,"1989-10-11","1989-10-25",1989-10-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","2","Sproat_Lake",1989-10-19,"1989-10-12","1989-10-26",1989-10-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","2","Sproat_Lake",1989-10-19,"1989-10-12","1989-10-26",1989-10-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","2","Sproat_Lake",1989-10-20,"1989-10-13","1989-10-27",1989-10-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","2","Sproat_Lake",1989-10-20,"1989-10-13","1989-10-27",1989-10-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1989","2","Sproat_Lake",1990-03-14,"1990-03-07","1990-03-21",1990-03-14,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1989","159","Sproat_Lake_(Two_R)",1990-03-14,"1990-03-07","1990-03-21",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","159","Sproat_Lake_(Two_R)",1990-03-15,"1990-03-08","1990-03-22",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","64","Tahltan_Lake",1989-05-13,"1989-05-06","1989-05-20",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","64","Tahltan_Lake",1989-05-15,"1989-05-08","1989-05-22",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","64","Tahltan_Lake",1989-05-22,"1989-05-15","1989-05-29",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","64","Tahltan_Lake",1989-05-29,"1989-05-22","1989-06-05",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","64","Tahltan_Lake",1989-06-05,"1989-05-29","1989-06-12",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","64","Tahltan_Lake",1989-06-12,"1989-06-05","1989-06-19",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","64","Tahltan_Lake",1989-06-19,"1989-06-12","1989-06-26",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","64","Tahltan_Lake",1989-06-26,"1989-06-19","1989-07-03",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1989","23","Vernon_Lake",NA,NA,NA,1989-08-04,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1989","22","Woss_Lake",1989-04-24,"1989-04-17","1989-05-01",1989-04-24,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","22","Woss_Lake",1989-04-25,"1989-04-18","1989-05-02",1989-04-24,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","22","Woss_Lake",1989-08-06,"1989-07-30","1989-08-13",1989-08-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","22","Woss_Lake",1989-08-07,"1989-07-31","1989-08-14",1989-08-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","69","Yakoun_Lake",1989-05-12,"1989-05-05","1989-05-19",1989-05-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","69","Yakoun_Lake",1989-05-13,"1989-05-06","1989-05-20",1989-05-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1989","69","Yakoun_Lake",NA,NA,NA,1989-08-14,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1990","161","Brannen_Lake",1990-09-06,"1990-08-30","1990-09-13",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1990-06-03,"1990-05-27","1990-06-10",1990-06-02,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1990-06-20,"1990-06-13","1990-06-27",1990-06-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1990-06-20,"1990-06-13","1990-06-27",1990-06-25,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1990-06-25,"1990-06-18","1990-07-02",1990-06-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1990-06-25,"1990-06-18","1990-07-02",1990-06-25,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1990-07-23,"1990-07-16","1990-07-30",1990-07-23,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1990-08-07,"1990-07-31","1990-08-14",1990-08-07,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1990-10-02,"1990-09-25","1990-10-09",1990-10-02,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1990-10-02,"1990-09-25","1990-10-09",1990-10-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1990-10-03,"1990-09-26","1990-10-10",1990-10-02,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1990-10-03,"1990-09-26","1990-10-10",1990-10-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1991-03-06,"1991-02-27","1991-03-13",1991-03-06,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","107","Cheewhat_Lake",1991-03-07,"1991-02-28","1991-03-14",1991-03-06,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","1","Great_Central_Lake",1990-06-13,"1990-06-06","1990-06-20",1990-06-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","1","Great_Central_Lake",1990-06-13,"1990-06-06","1990-06-20",1990-06-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","1","Great_Central_Lake",1990-06-14,"1990-06-07","1990-06-21",1990-06-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","1","Great_Central_Lake",1990-06-14,"1990-06-07","1990-06-21",1990-06-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","1","Great_Central_Lake",1990-10-17,"1990-10-10","1990-10-24",1990-10-15,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1990","1","Great_Central_Lake",1990-10-17,"1990-10-10","1990-10-24",1990-10-16,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
