"ats_year","survey_date","lake_code","lake_name","count_trawl","count_acoustic","survey_match"
1986,"1986-10-28",44,"Muriel Lake",26,NA,"Trawl only"
1986,"1986-10-30",2,"Sproat Lake",86,121,"Match"
1986,"1986-10-31",2,"Sproat Lake",17,NA,"Trawl only"
1986,"1986-11-03",44,"Muriel Lake",NA,80,"Acoustic only"
1986,"1986-11-04",44,"Muriel Lake",NA,80,"Acoustic only"
1986,"1986-11-05",44,"Muriel Lake",NA,80,"Acoustic only"
1986,"1986-11-06",45,"Muchalat Lake",25,45,"Match"
1986,"1986-11-07",45,"Muchalat Lake",NA,45,"Acoustic only"
1986,"1986-11-07",122,"Quatse Lake",81,25,"Match"
1986,"1986-11-08",8,"Long Lake",315,NA,"Trawl only"
1986,"1986-11-08",801,"Long Lake (A)",NA,90,"Acoustic only"
1986,"1986-11-08",802,"Long Lake (B)",NA,70,"Acoustic only"
1986,"1986-11-09",8,"Long Lake",366,NA,"Trawl only"
1986,"1986-11-09",801,"Long Lake (A)",NA,90,"Acoustic only"
1986,"1986-11-09",802,"Long Lake (B)",NA,70,"Acoustic only"
1986,"1986-11-19",40,"Kennedy Lake (Clay)",1,160,"Match"
1986,"1986-11-19",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1986,"1986-11-20",40,"Kennedy Lake (Clay)",66,160,"Match"
1986,"1986-11-20",41,"Kennedy Lake (Main)",99,150,"Match"
1986,"1986-11-21",41,"Kennedy Lake (Main)",16,150,"Match"
1986,"1986-12-02",3,"Henderson Lake",127,180,"Match"
1986,"1986-12-15",6,"Hobiton Lake",8,99,"Match"
1986,"1986-12-16",107,"Cheewhat Lake",260,30,"Match"
1986,"1986-12-16",6,"Hobiton Lake",22,NA,"Trawl only"
1986,"1987-01-20",6,"Hobiton Lake",NA,99,"Acoustic only"
1986,"1987-02-23",2,"Sproat Lake",4,121,"Match"
1986,"1987-02-24",2,"Sproat Lake",7,NA,"Trawl only"
1986,"1987-02-25",41,"Kennedy Lake (Main)",557,NA,"Trawl only"
1986,"1987-02-26",40,"Kennedy Lake (Clay)",40,160,"Match"
1986,"1987-02-26",41,"Kennedy Lake (Main)",1,150,"Match"
1986,"1987-03-11",44,"Muriel Lake",27,NA,"Trawl only"
1986,"1987-03-12",44,"Muriel Lake",33,NA,"Trawl only"
1986,"1987-03-28",44,"Muriel Lake",10,NA,"Trawl only"
1986,"1987-03-31",44,"Muriel Lake",9,NA,"Trawl only"
1987,"1987-04-20",6,"Hobiton Lake",NA,99,"Acoustic only"
1987,"1987-04-21",107,"Cheewhat Lake",3,30,"Match"
1987,"1987-04-21",6,"Hobiton Lake",103,NA,"Trawl only"
1987,"1987-04-21",2,"Sproat Lake",1,NA,"Trawl only"
1987,"1987-04-22",40,"Kennedy Lake (Clay)",73,160,"Match"
1987,"1987-04-23",40,"Kennedy Lake (Clay)",253,NA,"Trawl only"
1987,"1987-04-23",41,"Kennedy Lake (Main)",364,150,"Match"
1987,"1987-04-24",41,"Kennedy Lake (Main)",36,150,"Match"
1987,"1987-04-24",44,"Muriel Lake",7,80,"Match"
1987,"1987-04-25",44,"Muriel Lake",16,NA,"Trawl only"
1987,"1987-04-28",107,"Cheewhat Lake",20,NA,"Trawl only"
1987,"1987-04-28",40,"Kennedy Lake (Clay)",57,NA,"Trawl only"
1987,"1987-05-12",6,"Hobiton Lake",NA,99,"Acoustic only"
1987,"1987-05-13",6,"Hobiton Lake",19,NA,"Trawl only"
1987,"1987-06-02",6,"Hobiton Lake",NA,99,"Acoustic only"
1987,"1987-06-10",6,"Hobiton Lake",NA,99,"Acoustic only"
1987,"1987-06-11",107,"Cheewhat Lake",4,30,"Match"
1987,"1987-06-11",6,"Hobiton Lake",12,NA,"Trawl only"
1987,"1987-06-12",107,"Cheewhat Lake",10,NA,"Trawl only"
1987,"1987-06-18",6,"Hobiton Lake",5,99,"Match"
1987,"1987-06-19",6,"Hobiton Lake",83,NA,"Trawl only"
1987,"1987-06-19",40,"Kennedy Lake (Clay)",166,160,"Match"
1987,"1987-06-20",40,"Kennedy Lake (Clay)",47,NA,"Trawl only"
1987,"1987-06-27",44,"Muriel Lake",5,80,"Match"
1987,"1987-06-28",44,"Muriel Lake",9,NA,"Trawl only"
1987,"1987-06-29",6,"Hobiton Lake",10,99,"Match"
1987,"1987-06-30",6,"Hobiton Lake",1,NA,"Trawl only"
1987,"1987-07-09",3,"Henderson Lake",5,NA,"Trawl only"
1987,"1987-07-10",3,"Henderson Lake",55,180,"Match"
1987,"1987-07-10",153,"Nahmint Lake",33,45,"Match"
1987,"1987-07-11",6,"Hobiton Lake",11,99,"Match"
1987,"1987-07-11",153,"Nahmint Lake",27,NA,"Trawl only"
1987,"1987-07-13",45,"Muchalat Lake",240,45,"Match"
1987,"1987-07-14",23,"Vernon Lake",NA,36,"Acoustic only"
1987,"1987-07-15",23,"Vernon Lake",22,NA,"Trawl only"
1987,"1987-07-15",22,"Woss Lake",NA,55,"Acoustic only"
1987,"1987-07-16",22,"Woss Lake",66,NA,"Trawl only"
1987,"1987-07-17",802,"Long Lake (B)",NA,70,"Acoustic only"
1987,"1987-07-18",8,"Long Lake",332,NA,"Trawl only"
1987,"1987-07-18",801,"Long Lake (A)",NA,90,"Acoustic only"
1987,"1987-07-19",8,"Long Lake",162,NA,"Trawl only"
1987,"1987-07-19",21,"Nimpkish Lake",2,NA,"Trawl only"
1987,"1987-07-20",21,"Nimpkish Lake",30,NA,"Trawl only"
1987,"1987-07-20",122,"Quatse Lake",1,25,"Match"
1987,"1987-07-21",121,"Nahwitti Lake",180,40,"Match"
1987,"1987-07-21",122,"Quatse Lake",17,NA,"Trawl only"
1987,"1987-07-22",121,"Nahwitti Lake",85,NA,"Trawl only"
1987,"1987-07-23",6,"Hobiton Lake",2,99,"Match"
1987,"1987-07-24",6,"Hobiton Lake",8,NA,"Trawl only"
1987,"1987-07-30",29,"Devon Lake",429,70,"Match"
1987,"1987-07-31",29,"Devon Lake",302,NA,"Trawl only"
1987,"1987-07-31",69,"Yakoun Lake",NA,120,"Acoustic only"
1987,"1987-08-01",69,"Yakoun Lake",356,NA,"Trawl only"
1987,"1987-08-02",156,"Skidegate Lake NE",NA,35,"Acoustic only"
1987,"1987-08-02",155,"Skidegate Lake SW",NA,9,"Acoustic only"
1987,"1987-08-02",69,"Yakoun Lake",388,NA,"Trawl only"
1987,"1987-08-03",62,"Skidegate Lake",15,NA,"Trawl only"
1987,"1987-08-06",18,"Owikeno Lake",640,NA,"Trawl only"
1987,"1987-08-07",18,"Owikeno Lake",939,NA,"Trawl only"
1987,"1987-08-08",18,"Owikeno Lake",112,NA,"Trawl only"
1987,"1987-08-09",59,"Phillips Lake",9,72,"Match"
1987,"1987-08-10",21,"Nimpkish Lake",12,88,"Match"
1987,"1987-08-10",59,"Phillips Lake",56,NA,"Trawl only"
1987,"1987-08-11",21,"Nimpkish Lake",33,NA,"Trawl only"
1987,"1987-08-12",21,"Nimpkish Lake",4,NA,"Trawl only"
1987,"1987-08-13",6,"Hobiton Lake",1,99,"Match"
1987,"1987-08-14",6,"Hobiton Lake",8,NA,"Trawl only"
1987,"1987-08-15",107,"Cheewhat Lake",251,30,"Match"
1987,"1987-08-15",6,"Hobiton Lake",23,NA,"Trawl only"
1987,"1987-08-16",107,"Cheewhat Lake",80,NA,"Trawl only"
1987,"1987-08-16",40,"Kennedy Lake (Clay)",136,160,"Match"
1987,"1987-08-17",40,"Kennedy Lake (Clay)",158,NA,"Trawl only"
1987,"1987-08-17",44,"Muriel Lake",6,80,"Match"
1987,"1987-08-18",44,"Muriel Lake",16,NA,"Trawl only"
1987,"1987-09-01",2,"Sproat Lake",16,121,"Match"
1987,"1987-09-02",2,"Sproat Lake",54,NA,"Trawl only"
1987,"1987-09-03",2,"Sproat Lake",3,NA,"Trawl only"
1987,"1987-09-07",50,"Heydon Lake",NA,48,"Acoustic only"
1987,"1987-09-08",50,"Heydon Lake",14,NA,"Trawl only"
1987,"1987-09-08",8,"Long Lake",174,NA,"Trawl only"
1987,"1987-09-08",801,"Long Lake (A)",NA,90,"Acoustic only"
1987,"1987-09-09",8,"Long Lake",650,NA,"Trawl only"
1987,"1987-09-09",802,"Long Lake (B)",NA,70,"Acoustic only"
1987,"1987-09-09",175,"Tuya Lake",NA,80,"Acoustic only"
1987,"1987-09-10",8,"Long Lake",34,NA,"Trawl only"
1987,"1987-09-11",21,"Nimpkish Lake",243,NA,"Trawl only"
1987,"1987-09-12",21,"Nimpkish Lake",83,88,"Match"
1987,"1987-09-13",21,"Nimpkish Lake",7,NA,"Trawl only"
1987,"1987-09-15",3,"Henderson Lake",17,NA,"Trawl only"
1987,"1987-09-16",3,"Henderson Lake",258,180,"Match"
1987,"1987-09-17",3,"Henderson Lake",131,NA,"Trawl only"
1987,"1987-09-18",153,"Nahmint Lake",4,45,"Match"
1987,"1987-09-23",1,"Great Central Lake",26,78,"Match"
1987,"1987-09-24",1,"Great Central Lake",4,NA,"Trawl only"
1987,"1987-09-25",6,"Hobiton Lake",NA,99,"Acoustic only"
1987,"1987-09-26",6,"Hobiton Lake",6,NA,"Trawl only"
1987,"1987-09-26",153,"Nahmint Lake",9,45,"Match"
1987,"1987-09-27",6,"Hobiton Lake",4,NA,"Trawl only"
1987,"1987-10-17",6,"Hobiton Lake",NA,99,"Acoustic only"
1987,"1987-10-18",107,"Cheewhat Lake",62,30,"Match"
1987,"1987-10-18",6,"Hobiton Lake",1,NA,"Trawl only"
1987,"1987-10-20",44,"Muriel Lake",31,80,"Match"
1987,"1987-10-21",44,"Muriel Lake",1,NA,"Trawl only"
1987,"1987-10-22",24,"Schoen Lake",3,36,"Match"
1987,"1987-10-23",24,"Schoen Lake",1,NA,"Trawl only"
1987,"1987-10-26",62,"Skidegate Lake",13,NA,"Trawl only"
1987,"1987-10-27",156,"Skidegate Lake NE",NA,35,"Acoustic only"
1987,"1987-10-27",155,"Skidegate Lake SW",NA,9,"Acoustic only"
1987,"1987-10-28",62,"Skidegate Lake",27,NA,"Trawl only"
1987,"1987-10-29",62,"Skidegate Lake",1,NA,"Trawl only"
1987,"1987-11-07",6,"Hobiton Lake",1,NA,"Trawl only"
1987,"1987-11-11",44,"Muriel Lake",14,80,"Match"
1987,"1987-11-12",44,"Muriel Lake",37,NA,"Trawl only"
1987,"1987-11-13",40,"Kennedy Lake (Clay)",43,NA,"Trawl only"
1987,"1987-11-13",44,"Muriel Lake",19,NA,"Trawl only"
1987,"1987-11-14",40,"Kennedy Lake (Clay)",4,160,"Match"
1987,"1987-11-14",41,"Kennedy Lake (Main)",110,150,"Match"
1987,"1987-11-15",41,"Kennedy Lake (Main)",6,NA,"Trawl only"
1987,"1987-11-25",6,"Hobiton Lake",26,99,"Match"
1987,"1987-11-26",107,"Cheewhat Lake",246,30,"Match"
1987,"1987-11-26",6,"Hobiton Lake",9,NA,"Trawl only"
1987,"1987-11-28",118,"Megin Lake",NA,48,"Acoustic only"
1987,"1987-11-29",118,"Megin Lake",29,NA,"Trawl only"
1987,"1987-12-08",2,"Sproat Lake",43,121,"Match"
1987,"1988-01-26",1,"Great Central Lake",11,78,"Match"
1987,"1988-01-27",1,"Great Central Lake",9,NA,"Trawl only"
1987,"1988-01-27",2,"Sproat Lake",27,121,"Match"
1987,"1988-01-28",2,"Sproat Lake",25,NA,"Trawl only"
1987,"1988-02-26",6,"Hobiton Lake",2,99,"Match"
1987,"1988-02-27",6,"Hobiton Lake",7,NA,"Trawl only"
1987,"1988-02-28",107,"Cheewhat Lake",71,30,"Match"
1987,"1988-02-29",3,"Henderson Lake",54,180,"Match"
1987,"1988-03-01",3,"Henderson Lake",425,NA,"Trawl only"
1987,"1988-03-03",44,"Muriel Lake",16,80,"Match"
1987,"1988-03-04",44,"Muriel Lake",25,NA,"Trawl only"
1987,"1988-03-06",40,"Kennedy Lake (Clay)",16,160,"Match"
1987,"1988-03-07",40,"Kennedy Lake (Clay)",2,NA,"Trawl only"
1987,"1988-03-07",41,"Kennedy Lake (Main)",70,150,"Match"
1988,"1988-05-19",107,"Cheewhat Lake",213,30,"Match"
1988,"1988-05-20",107,"Cheewhat Lake",24,NA,"Trawl only"
1988,"1988-05-28",44,"Muriel Lake",10,NA,"Trawl only"
1988,"1988-05-29",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1988,"1988-05-29",44,"Muriel Lake",58,80,"Match"
1988,"1988-05-31",40,"Kennedy Lake (Clay)",33,160,"Match"
1988,"1988-06-01",6,"Hobiton Lake",NA,99,"Acoustic only"
1988,"1988-06-01",40,"Kennedy Lake (Clay)",226,NA,"Trawl only"
1988,"1988-06-02",6,"Hobiton Lake",92,NA,"Trawl only"
1988,"1988-06-14",6,"Hobiton Lake",24,99,"Match"
1988,"1988-06-15",6,"Hobiton Lake",102,NA,"Trawl only"
1988,"1988-06-29",6,"Hobiton Lake",26,99,"Match"
1988,"1988-06-30",6,"Hobiton Lake",55,NA,"Trawl only"
1988,"1988-07-01",6,"Hobiton Lake",41,NA,"Trawl only"
1988,"1988-07-06",111,"Maggie Lake",1,48,"Match"
1988,"1988-07-07",3,"Henderson Lake",47,180,"Match"
1988,"1988-07-08",3,"Henderson Lake",68,NA,"Trawl only"
1988,"1988-07-08",153,"Nahmint Lake",7,45,"Match"
1988,"1988-07-09",6,"Hobiton Lake",209,99,"Match"
1988,"1988-07-09",153,"Nahmint Lake",17,NA,"Trawl only"
1988,"1988-07-10",6,"Hobiton Lake",197,NA,"Trawl only"
1988,"1988-07-11",45,"Muchalat Lake",227,NA,"Trawl only"
1988,"1988-07-12",45,"Muchalat Lake",10,NA,"Trawl only"
1988,"1988-07-12",23,"Vernon Lake",NA,36,"Acoustic only"
1988,"1988-07-13",23,"Vernon Lake",156,NA,"Trawl only"
1988,"1988-07-13",22,"Woss Lake",55,55,"Match"
1988,"1988-07-14",21,"Nimpkish Lake",NA,88,"Acoustic only"
1988,"1988-07-14",22,"Woss Lake",199,NA,"Trawl only"
1988,"1988-07-15",21,"Nimpkish Lake",101,NA,"Trawl only"
1988,"1988-07-16",21,"Nimpkish Lake",25,NA,"Trawl only"
1988,"1988-07-17",44,"Muriel Lake",29,80,"Match"
1988,"1988-07-18",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1988,"1988-07-18",44,"Muriel Lake",48,NA,"Trawl only"
1988,"1988-07-20",40,"Kennedy Lake (Clay)",135,160,"Match"
1988,"1988-07-21",107,"Cheewhat Lake",29,30,"Match"
1988,"1988-07-21",40,"Kennedy Lake (Clay)",45,NA,"Trawl only"
1988,"1988-07-22",107,"Cheewhat Lake",241,NA,"Trawl only"
1988,"1988-07-22",6,"Hobiton Lake",82,99,"Match"
1988,"1988-07-23",6,"Hobiton Lake",127,NA,"Trawl only"
1988,"1988-07-30",29,"Devon Lake",NA,70,"Acoustic only"
1988,"1988-07-31",29,"Devon Lake",712,NA,"Trawl only"
1988,"1988-08-02",156,"Skidegate Lake NE",NA,35,"Acoustic only"
1988,"1988-08-02",155,"Skidegate Lake SW",NA,9,"Acoustic only"
1988,"1988-08-03",62,"Skidegate Lake",39,NA,"Trawl only"
1988,"1988-08-03",69,"Yakoun Lake",NA,120,"Acoustic only"
1988,"1988-08-04",69,"Yakoun Lake",153,NA,"Trawl only"
1988,"1988-08-05",69,"Yakoun Lake",93,NA,"Trawl only"
1988,"1988-08-08",121,"Nahwitti Lake",NA,40,"Acoustic only"
1988,"1988-08-09",121,"Nahwitti Lake",150,NA,"Trawl only"
1988,"1988-08-17",111,"Maggie Lake",NA,48,"Acoustic only"
1988,"1988-08-18",6,"Hobiton Lake",87,99,"Match"
1988,"1988-08-18",111,"Maggie Lake",21,NA,"Trawl only"
1988,"1988-08-19",107,"Cheewhat Lake",94,30,"Match"
1988,"1988-08-19",6,"Hobiton Lake",131,NA,"Trawl only"
1988,"1988-08-20",107,"Cheewhat Lake",6,NA,"Trawl only"
1988,"1988-08-20",115,"Uchuck Lake",10,NA,"Trawl only"
1988,"1988-08-21",115,"Uchuck Lake",15,NA,"Trawl only"
1988,"1988-08-26",6,"Hobiton Lake",NA,99,"Acoustic only"
1988,"1988-08-28",64,"Tahltan Lake",NA,98,"Acoustic only"
1988,"1988-08-29",182,"Ingram Lake",3,54,"Match"
1988,"1988-08-30",182,"Ingram Lake",13,NA,"Trawl only"
1988,"1988-08-31",181,"Ellerslie Lake",6,126,"Match"
1988,"1988-08-31",53,"Klukshu Lake",90,NA,"Trawl only"
1988,"1988-09-01",181,"Ellerslie Lake",14,NA,"Trawl only"
1988,"1988-09-02",181,"Ellerslie Lake",7,NA,"Trawl only"
1988,"1988-09-02",180,"Link Lake",1,90,"Match"
1988,"1988-09-03",180,"Link Lake",8,NA,"Trawl only"
1988,"1988-09-04",180,"Link Lake",4,NA,"Trawl only"
1988,"1988-09-05",16,"Bear Lake",12,NA,"Trawl only"
1988,"1988-09-05",177,"Deer Lake",3,NA,"Trawl only"
1988,"1988-09-06",16,"Bear Lake",5,NA,"Trawl only"
1988,"1988-09-06",179,"Cougar Lake",3,NA,"Trawl only"
1988,"1988-09-07",179,"Cougar Lake",6,NA,"Trawl only"
1988,"1988-09-10",18,"Owikeno Lake",706,NA,"Trawl only"
1988,"1988-09-11",18,"Owikeno Lake",487,NA,"Trawl only"
1988,"1988-09-12",18,"Owikeno Lake",304,NA,"Trawl only"
1988,"1988-09-13",801,"Long Lake (A)",NA,90,"Acoustic only"
1988,"1988-09-13",802,"Long Lake (B)",NA,70,"Acoustic only"
1988,"1988-09-14",8,"Long Lake",271,NA,"Trawl only"
1988,"1988-09-15",8,"Long Lake",286,NA,"Trawl only"
1988,"1988-09-16",8,"Long Lake",71,NA,"Trawl only"
1988,"1988-09-17",122,"Quatse Lake",21,25,"Match"
1988,"1988-09-18",122,"Quatse Lake",121,NA,"Trawl only"
1988,"1988-09-19",24,"Schoen Lake",18,36,"Match"
1988,"1988-09-20",24,"Schoen Lake",24,NA,"Trawl only"
1988,"1988-09-22",3,"Henderson Lake",25,180,"Match"
1988,"1988-09-23",3,"Henderson Lake",4,NA,"Trawl only"
1988,"1988-09-23",153,"Nahmint Lake",4,NA,"Trawl only"
1988,"1988-09-24",153,"Nahmint Lake",1,NA,"Trawl only"
1988,"1988-10-11",2,"Sproat Lake",NA,121,"Acoustic only"
1988,"1988-10-13",1,"Great Central Lake",151,78,"Match"
1988,"1988-10-17",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1988,"1988-10-18",40,"Kennedy Lake (Clay)",18,160,"Match"
1988,"1988-10-19",40,"Kennedy Lake (Clay)",22,NA,"Trawl only"
1988,"1988-10-20",40,"Kennedy Lake (Clay)",12,NA,"Trawl only"
1988,"1988-10-26",44,"Muriel Lake",NA,80,"Acoustic only"
1988,"1988-10-27",44,"Muriel Lake",60,NA,"Trawl only"
1988,"1988-10-28",44,"Muriel Lake",63,NA,"Trawl only"
1988,"1989-02-22",44,"Muriel Lake",74,80,"Match"
1988,"1989-02-23",44,"Muriel Lake",110,NA,"Trawl only"
1988,"1989-02-24",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1988,"1989-02-26",40,"Kennedy Lake (Clay)",211,160,"Match"
1988,"1989-02-27",40,"Kennedy Lake (Clay)",14,NA,"Trawl only"
1988,"1989-03-06",6,"Hobiton Lake",10,99,"Match"
1988,"1989-03-07",107,"Cheewhat Lake",132,30,"Match"
1988,"1989-03-07",6,"Hobiton Lake",98,NA,"Trawl only"
1988,"1989-03-21",8,"Long Lake",261,NA,"Trawl only"
1988,"1989-03-22",8,"Long Lake",186,NA,"Trawl only"
1988,"1989-03-23",8,"Long Lake",249,NA,"Trawl only"
1988,"1989-03-24",8,"Long Lake",16,NA,"Trawl only"
1989,"1989-04-24",22,"Woss Lake",273,55,"Match"
1989,"1989-04-25",22,"Woss Lake",574,NA,"Trawl only"
1989,"1989-04-28",122,"Quatse Lake",NA,25,"Acoustic only"
1989,"1989-04-30",121,"Nahwitti Lake",NA,40,"Acoustic only"
1989,"1989-05-06",156,"Skidegate Lake NE",NA,35,"Acoustic only"
1989,"1989-05-06",155,"Skidegate Lake SW",NA,9,"Acoustic only"
1989,"1989-05-07",62,"Skidegate Lake",120,NA,"Trawl only"
1989,"1989-05-08",62,"Skidegate Lake",118,NA,"Trawl only"
1989,"1989-05-11",69,"Yakoun Lake",NA,120,"Acoustic only"
1989,"1989-05-12",107,"Cheewhat Lake",89,NA,"Trawl only"
1989,"1989-05-12",69,"Yakoun Lake",931,NA,"Trawl only"
1989,"1989-05-13",62,"Skidegate Lake",8,NA,"Trawl only"
1989,"1989-05-13",64,"Tahltan Lake",50,NA,"Trawl only"
1989,"1989-05-13",69,"Yakoun Lake",291,NA,"Trawl only"
1989,"1989-05-14",62,"Skidegate Lake",144,NA,"Trawl only"
1989,"1989-05-15",64,"Tahltan Lake",53,NA,"Trawl only"
1989,"1989-05-17",21,"Nimpkish Lake",11,NA,"Trawl only"
1989,"1989-05-21",3,"Henderson Lake",3,NA,"Trawl only"
1989,"1989-05-22",64,"Tahltan Lake",51,NA,"Trawl only"
1989,"1989-05-29",6,"Hobiton Lake",NA,99,"Acoustic only"
1989,"1989-05-29",64,"Tahltan Lake",55,NA,"Trawl only"
1989,"1989-05-30",107,"Cheewhat Lake",NA,30,"Acoustic only"
1989,"1989-05-30",6,"Hobiton Lake",65,NA,"Trawl only"
1989,"1989-05-31",107,"Cheewhat Lake",212,NA,"Trawl only"
1989,"1989-05-31",44,"Muriel Lake",NA,80,"Acoustic only"
1989,"1989-06-01",41,"Kennedy Lake (Main)",154,150,"Match"
1989,"1989-06-01",44,"Muriel Lake",117,NA,"Trawl only"
1989,"1989-06-02",41,"Kennedy Lake (Main)",564,NA,"Trawl only"
1989,"1989-06-03",40,"Kennedy Lake (Clay)",263,160,"Match"
1989,"1989-06-03",41,"Kennedy Lake (Main)",620,NA,"Trawl only"
1989,"1989-06-04",40,"Kennedy Lake (Clay)",326,NA,"Trawl only"
1989,"1989-06-05",64,"Tahltan Lake",50,NA,"Trawl only"
1989,"1989-06-12",64,"Tahltan Lake",50,NA,"Trawl only"
1989,"1989-06-19",64,"Tahltan Lake",50,NA,"Trawl only"
1989,"1989-06-21",3,"Henderson Lake",NA,180,"Acoustic only"
1989,"1989-06-22",3,"Henderson Lake",315,NA,"Trawl only"
1989,"1989-06-23",6,"Hobiton Lake",51,99,"Match"
1989,"1989-06-24",801,"Long Lake (A)",NA,90,"Acoustic only"
1989,"1989-06-24",802,"Long Lake (B)",NA,70,"Acoustic only"
1989,"1989-06-25",8,"Long Lake",920,NA,"Trawl only"
1989,"1989-06-26",8,"Long Lake",478,NA,"Trawl only"
1989,"1989-06-26",64,"Tahltan Lake",51,NA,"Trawl only"
1989,"1989-06-27",8,"Long Lake",423,NA,"Trawl only"
1989,"1989-06-28",2,"Sproat Lake",11,121,"Match"
1989,"1989-06-29",1,"Great Central Lake",50,78,"Match"
1989,"1989-06-29",2,"Sproat Lake",84,NA,"Trawl only"
1989,"1989-06-30",1,"Great Central Lake",67,NA,"Trawl only"
1989,"1989-06-30",6,"Hobiton Lake",68,99,"Match"
1989,"1989-07-01",107,"Cheewhat Lake",NA,30,"Acoustic only"
1989,"1989-07-01",6,"Hobiton Lake",5,NA,"Trawl only"
1989,"1989-07-02",107,"Cheewhat Lake",69,NA,"Trawl only"
1989,"1989-07-10",6,"Hobiton Lake",NA,99,"Acoustic only"
1989,"1989-07-11",6,"Hobiton Lake",274,NA,"Trawl only"
1989,"1989-07-21",6,"Hobiton Lake",155,NA,"Trawl only"
1989,"1989-07-28",107,"Cheewhat Lake",NA,30,"Acoustic only"
1989,"1989-07-29",107,"Cheewhat Lake",76,NA,"Trawl only"
1989,"1989-07-29",6,"Hobiton Lake",NA,99,"Acoustic only"
1989,"1989-08-04",23,"Vernon Lake",NA,36,"Acoustic only"
1989,"1989-08-05",24,"Schoen Lake",NA,36,"Acoustic only"
1989,"1989-08-06",22,"Woss Lake",69,NA,"Trawl only"
1989,"1989-08-07",22,"Woss Lake",211,55,"Match"
1989,"1989-08-08",122,"Quatse Lake",NA,25,"Acoustic only"
1989,"1989-08-12",156,"Skidegate Lake NE",NA,35,"Acoustic only"
1989,"1989-08-12",155,"Skidegate Lake SW",NA,9,"Acoustic only"
1989,"1989-08-14",69,"Yakoun Lake",NA,120,"Acoustic only"
1989,"1989-08-16",26,"Ian Lake",NA,90,"Acoustic only"
1989,"1989-08-31",6,"Hobiton Lake",NA,99,"Acoustic only"
1989,"1989-09-01",6,"Hobiton Lake",136,NA,"Trawl only"
1989,"1989-09-13",21,"Nimpkish Lake",NA,88,"Acoustic only"
1989,"1989-09-14",21,"Nimpkish Lake",NA,88,"Acoustic only"
1989,"1989-09-15",801,"Long Lake (A)",NA,90,"Acoustic only"
1989,"1989-09-15",802,"Long Lake (B)",NA,70,"Acoustic only"
1989,"1989-09-16",8,"Long Lake",276,NA,"Trawl only"
1989,"1989-09-17",8,"Long Lake",99,NA,"Trawl only"
1989,"1989-09-19",6,"Hobiton Lake",20,198,"Match"
1989,"1989-09-20",107,"Cheewhat Lake",69,30,"Match"
1989,"1989-09-20",6,"Hobiton Lake",42,NA,"Trawl only"
1989,"1989-09-21",107,"Cheewhat Lake",134,30,"Match"
1989,"1989-09-21",6,"Hobiton Lake",NA,99,"Acoustic only"
1989,"1989-09-26",44,"Muriel Lake",33,80,"Match"
1989,"1989-09-27",41,"Kennedy Lake (Main)",209,150,"Match"
1989,"1989-09-27",44,"Muriel Lake",33,80,"Match"
1989,"1989-09-28",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1989,"1989-09-28",41,"Kennedy Lake (Main)",284,NA,"Trawl only"
1989,"1989-09-29",40,"Kennedy Lake (Clay)",88,160,"Match"
1989,"1989-09-29",41,"Kennedy Lake (Main)",374,NA,"Trawl only"
1989,"1989-09-30",40,"Kennedy Lake (Clay)",194,160,"Match"
1989,"1989-09-30",153,"Nahmint Lake",NA,45,"Acoustic only"
1989,"1989-10-01",3,"Henderson Lake",81,180,"Match"
1989,"1989-10-02",3,"Henderson Lake",124,NA,"Trawl only"
1989,"1989-10-18",2,"Sproat Lake",138,121,"Match"
1989,"1989-10-19",2,"Sproat Lake",66,121,"Match"
1989,"1989-10-20",2,"Sproat Lake",4,NA,"Trawl only"
1989,"1989-10-23",1,"Great Central Lake",194,78,"Match"
1989,"1989-10-24",1,"Great Central Lake",47,NA,"Trawl only"
1989,"1989-10-25",6,"Hobiton Lake",NA,99,"Acoustic only"
1989,"1989-10-26",107,"Cheewhat Lake",70,30,"Match"
1989,"1989-10-27",107,"Cheewhat Lake",187,NA,"Trawl only"
1989,"1990-02-15",41,"Kennedy Lake (Main)",102,150,"Match"
1989,"1990-02-16",41,"Kennedy Lake (Main)",242,NA,"Trawl only"
1989,"1990-02-17",40,"Kennedy Lake (Clay)",99,160,"Match"
1989,"1990-02-18",40,"Kennedy Lake (Clay)",16,NA,"Trawl only"
1989,"1990-02-18",44,"Muriel Lake",11,NA,"Trawl only"
1989,"1990-02-19",44,"Muriel Lake",14,80,"Match"
1989,"1990-02-21",107,"Cheewhat Lake",216,30,"Match"
1989,"1990-02-22",107,"Cheewhat Lake",16,NA,"Trawl only"
1989,"1990-02-22",6,"Hobiton Lake",33,99,"Match"
1989,"1990-02-23",3,"Henderson Lake",21,180,"Match"
1989,"1990-02-23",6,"Hobiton Lake",20,NA,"Trawl only"
1989,"1990-02-24",3,"Henderson Lake",74,NA,"Trawl only"
1989,"1990-03-01",8,"Long Lake",451,NA,"Trawl only"
1989,"1990-03-01",801,"Long Lake (A)",NA,90,"Acoustic only"
1989,"1990-03-01",802,"Long Lake (B)",NA,70,"Acoustic only"
