"ats_year","lake_code","lake_name","survey_date_trawl","survey_date_acoustic","survey_date_inventory","interval_start","interval_end","source_file","match_status","match_status_inventory","final_match"
"1987","1","Great_Central_Lake",1987-09-23,1987-09-23,1987-09-23,"1987-09-21","1987-09-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","1","Great_Central_Lake",1987-09-24,1987-09-23,1987-09-23,"1987-09-22","1987-09-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","1","Great_Central_Lake",1988-01-26,1988-01-26,1988-01-26,"1988-01-24","1988-01-28","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","1","Great_Central_Lake",1988-01-27,1988-01-26,1988-01-26,"1988-01-25","1988-01-29","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","1","Great_Central_Lake",NA,NA,1987-09-24,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","1","Great_Central_Lake",NA,NA,1988-01-27,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","3","Henderson_Lake",1987-07-09,1987-07-10,1987-07-10,"1987-07-07","1987-07-11","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","3","Henderson_Lake",1987-07-10,1987-07-10,1987-07-10,"1987-07-08","1987-07-12","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","3","Henderson_Lake",1987-09-15,1987-09-16,1987-09-16,"1987-09-13","1987-09-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","3","Henderson_Lake",1987-09-16,1987-09-16,1987-09-16,"1987-09-14","1987-09-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","3","Henderson_Lake",1987-09-17,1987-09-16,1987-09-16,"1987-09-15","1987-09-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","3","Henderson_Lake",1988-02-29,1988-02-29,1988-02-29,"1988-02-27","1988-03-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","3","Henderson_Lake",1988-03-01,1988-02-29,1988-02-29,"1988-02-28","1988-03-03","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","3","Henderson_Lake",NA,NA,1987-07-16,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","3","Henderson_Lake",NA,NA,1987-09-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","50","Heydon_Lake",NA,NA,1987-09-08,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",1987-04-21,1987-04-20,1987-04-20,"1987-04-19","1987-04-23","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-05-13,1987-05-12,1987-05-12,"1987-05-11","1987-05-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-06-11,1987-06-10,1987-06-10,"1987-06-09","1987-06-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-06-18,1987-06-18,1987-06-18,"1987-06-16","1987-06-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-06-19,1987-06-18,1987-06-18,"1987-06-17","1987-06-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-06-29,1987-06-29,1987-06-29,"1987-06-27","1987-07-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-06-30,1987-06-29,1987-06-29,"1987-06-28","1987-07-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-07-11,1987-07-11,1987-07-11,"1987-07-09","1987-07-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-07-23,1987-07-23,1987-07-23,"1987-07-21","1987-07-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-07-24,1987-07-23,1987-07-23,"1987-07-22","1987-07-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-08-13,1987-08-13,1987-08-13,"1987-08-11","1987-08-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-08-14,1987-08-13,1987-08-13,"1987-08-12","1987-08-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-08-15,1987-08-13,1987-08-13,"1987-08-13","1987-08-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-09-26,1987-09-25,1987-09-25,"1987-09-24","1987-09-28","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-09-27,1987-09-25,1987-09-25,"1987-09-25","1987-09-29","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-10-18,1987-10-17,1987-10-17,"1987-10-16","1987-10-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-11-25,1987-11-25,1987-11-25,"1987-11-23","1987-11-27","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1987-11-26,1987-11-25,1987-11-25,"1987-11-24","1987-11-28","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1988-02-26,1988-02-26,1988-02-26,"1988-02-24","1988-02-28","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",1988-02-27,1988-02-26,1988-02-26,"1988-02-25","1988-02-29","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","6","Hobiton_Lake",NA,1987-06-02,1987-06-02,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1987-04-21,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1987-05-13,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1987-06-11,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1987-06-19,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1987-06-30,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1987-07-24,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1987-08-14,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1987-08-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1987-09-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1987-09-27,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1987-10-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1987-11-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","6","Hobiton_Lake",NA,NA,1988-02-27,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","40","Kennedy_Lake_(Clay)",1987-04-22,1987-04-22,1987-04-22,"1987-04-20","1987-04-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","40","Kennedy_Lake_(Clay)",1987-04-23,1987-04-22,1987-04-22,"1987-04-21","1987-04-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","40","Kennedy_Lake_(Clay)",1987-06-19,1987-06-19,1987-06-19,"1987-06-17","1987-06-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","40","Kennedy_Lake_(Clay)",1987-06-20,1987-06-19,1987-06-19,"1987-06-18","1987-06-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","40","Kennedy_Lake_(Clay)",1987-08-16,1987-08-16,1987-08-16,"1987-08-14","1987-08-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","40","Kennedy_Lake_(Clay)",1987-08-17,1987-08-16,1987-08-16,"1987-08-15","1987-08-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","40","Kennedy_Lake_(Clay)",1987-11-13,1987-11-14,1987-11-14,"1987-11-11","1987-11-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","40","Kennedy_Lake_(Clay)",1987-11-14,1987-11-14,1987-11-14,"1987-11-12","1987-11-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","40","Kennedy_Lake_(Clay)",1988-03-06,1988-03-06,1988-03-06,"1988-03-04","1988-03-08","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","40","Kennedy_Lake_(Clay)",1988-03-07,1988-03-06,1988-03-06,"1988-03-05","1988-03-09","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","40","Kennedy_Lake_(Clay)",NA,NA,1987-04-23,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","40","Kennedy_Lake_(Clay)",NA,NA,1987-04-28,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","40","Kennedy_Lake_(Clay)",NA,NA,1987-06-20,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","40","Kennedy_Lake_(Clay)",NA,NA,1987-08-17,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","40","Kennedy_Lake_(Clay)",NA,NA,1987-11-13,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","41","Kennedy_Lake_(Main)",1987-04-23,1987-04-23,1987-04-23,"1987-04-21","1987-04-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","41","Kennedy_Lake_(Main)",1987-04-23,1987-04-24,1987-04-24,"1987-04-21","1987-04-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","41","Kennedy_Lake_(Main)",1987-04-24,1987-04-23,1987-04-23,"1987-04-22","1987-04-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","41","Kennedy_Lake_(Main)",1987-04-24,1987-04-24,1987-04-24,"1987-04-22","1987-04-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","41","Kennedy_Lake_(Main)",1987-11-14,1987-11-14,1987-11-14,"1987-11-12","1987-11-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","41","Kennedy_Lake_(Main)",1987-11-15,1987-11-14,1987-11-14,"1987-11-13","1987-11-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","41","Kennedy_Lake_(Main)",1988-03-07,1988-03-07,1988-03-07,"1988-03-05","1988-03-09","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","8","Long_Lake",NA,NA,1987-07-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","8","Long_Lake",NA,NA,1987-07-19,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","8","Long_Lake",NA,NA,1987-09-08,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","8","Long_Lake",NA,NA,1987-09-09,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","8","Long_Lake",NA,NA,1987-09-10,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","801","Long_Lake_(A)",NA,1987-07-18,1987-07-18,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1987","801","Long_Lake_(A)",NA,1987-09-08,1987-09-08,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1987","802","Long_Lake_(B)",NA,1987-07-17,1987-07-17,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1987","802","Long_Lake_(B)",NA,1987-09-09,1987-09-09,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1987","118","Megin_Lake",NA,NA,1987-11-29,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","45","Muchalat_Lake",1987-07-13,1987-07-13,1987-07-13,"1987-07-11","1987-07-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","44","Muriel_Lake",1987-04-24,1987-04-24,1987-04-24,"1987-04-22","1987-04-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","44","Muriel_Lake",1987-04-25,1987-04-24,1987-04-24,"1987-04-23","1987-04-27","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","44","Muriel_Lake",1987-06-27,1987-06-27,1987-06-27,"1987-06-25","1987-06-29","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","44","Muriel_Lake",1987-06-28,1987-06-27,1987-06-27,"1987-06-26","1987-06-30","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","44","Muriel_Lake",1987-08-17,1987-08-17,1987-08-17,"1987-08-15","1987-08-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","44","Muriel_Lake",1987-08-18,1987-08-17,1987-08-17,"1987-08-16","1987-08-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","44","Muriel_Lake",1987-11-11,1987-11-11,1987-11-11,"1987-11-09","1987-11-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","44","Muriel_Lake",1987-11-12,1987-11-11,1987-11-11,"1987-11-10","1987-11-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","44","Muriel_Lake",1987-11-13,1987-11-11,1987-11-11,"1987-11-11","1987-11-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","44","Muriel_Lake",1988-03-03,1988-03-03,1988-03-03,"1988-03-01","1988-03-05","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","44","Muriel_Lake",1988-03-04,1988-03-03,1988-03-03,"1988-03-02","1988-03-06","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","44","Muriel_Lake",NA,NA,1987-04-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","44","Muriel_Lake",NA,NA,1987-06-20,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","44","Muriel_Lake",NA,NA,1987-06-28,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","44","Muriel_Lake",NA,NA,1987-08-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","44","Muriel_Lake",NA,NA,1987-10-21,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","44","Muriel_Lake",NA,NA,1987-11-12,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","44","Muriel_Lake",NA,NA,1988-03-04,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","153","Nahmint_Lake",1987-07-10,1987-07-10,1987-07-10,"1987-07-08","1987-07-12","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","153","Nahmint_Lake",1987-07-11,1987-07-10,1987-07-10,"1987-07-09","1987-07-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","153","Nahmint_Lake",1987-09-18,1987-09-18,1987-09-18,"1987-09-16","1987-09-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","153","Nahmint_Lake",1987-09-26,1987-09-26,1987-09-26,"1987-09-24","1987-09-28","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","153","Nahmint_Lake",NA,NA,1987-07-11,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","121","Nahwitti_Lake",1987-07-21,1987-07-21,1987-07-21,"1987-07-19","1987-07-23","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","121","Nahwitti_Lake",1987-07-22,1987-07-21,1987-07-21,"1987-07-20","1987-07-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","121","Nahwitti_Lake",NA,NA,1987-07-22,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","21","Nimpkish_Lake",1987-08-10,1987-08-10,1987-08-10,"1987-08-08","1987-08-12","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","21","Nimpkish_Lake",1987-08-11,1987-08-10,1987-08-10,"1987-08-09","1987-08-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","21","Nimpkish_Lake",1987-08-12,1987-08-10,1987-08-10,"1987-08-10","1987-08-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","21","Nimpkish_Lake",1987-09-11,1987-09-12,1987-09-12,"1987-09-09","1987-09-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","21","Nimpkish_Lake",1987-09-12,1987-09-12,1987-09-12,"1987-09-10","1987-09-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","21","Nimpkish_Lake",1987-09-13,1987-09-12,1987-09-12,"1987-09-11","1987-09-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","21","Nimpkish_Lake",NA,NA,1987-07-20,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","21","Nimpkish_Lake",NA,NA,1987-08-11,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","21","Nimpkish_Lake",NA,NA,1987-08-12,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","21","Nimpkish_Lake",NA,NA,1987-09-11,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","21","Nimpkish_Lake",NA,NA,1987-09-13,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","18","Owikeno_Lake",NA,NA,1987-08-06,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","18","Owikeno_Lake",NA,NA,1987-08-07,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","18","Owikeno_Lake",NA,NA,1987-08-08,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","59","Phillips_Lake",1987-08-09,1987-08-09,1987-08-09,"1987-08-07","1987-08-11","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","59","Phillips_Lake",1987-08-10,1987-08-09,1987-08-09,"1987-08-08","1987-08-12","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","59","Phillips_Lake",NA,NA,1987-08-10,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","122","Quatse_Lake",NA,NA,1987-07-21,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","24","Schoen_Lake",1987-10-22,1987-10-22,1987-10-22,"1987-10-20","1987-10-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","24","Schoen_Lake",1987-10-23,1987-10-22,1987-10-22,"1987-10-21","1987-10-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","24","Schoen_Lake",NA,NA,1987-10-23,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","62","Skidegate_Lake",NA,NA,1987-08-03,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","62","Skidegate_Lake",NA,NA,1987-10-28,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","2","Sproat_Lake",1987-09-01,1987-09-01,1987-09-01,"1987-08-30","1987-09-03","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","2","Sproat_Lake",1987-09-02,1987-09-01,1987-09-01,"1987-08-31","1987-09-04","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","2","Sproat_Lake",1987-09-03,1987-09-01,1987-09-01,"1987-09-01","1987-09-05","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","2","Sproat_Lake",1987-12-08,1987-12-08,1987-12-08,"1987-12-06","1987-12-10","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","2","Sproat_Lake",1988-01-27,1988-01-27,1988-01-27,"1988-01-25","1988-01-29","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","2","Sproat_Lake",1988-01-28,1988-01-27,1988-01-27,"1988-01-26","1988-01-30","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","2","Sproat_Lake",NA,NA,1987-09-02,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","2","Sproat_Lake",NA,NA,1987-09-03,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","2","Sproat_Lake",NA,NA,1988-01-28,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","23","Vernon_Lake",1987-07-15,1987-07-14,1987-07-14,"1987-07-13","1987-07-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","23","Vernon_Lake",NA,NA,1987-07-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","22","Woss_Lake",1987-07-16,1987-07-15,1987-07-15,"1987-07-14","1987-07-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1987","22","Woss_Lake",NA,NA,1987-07-16,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","69","Yakoun_Lake",NA,NA,1987-08-01,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1987","69","Yakoun_Lake",NA,NA,1987-08-02,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","16","Bear_Lake",NA,NA,1988-09-05,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","16","Bear_Lake",NA,NA,1988-09-06,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","107","Cheewhat_Lake",1988-05-19,1988-05-19,1988-05-19,"1988-05-17","1988-05-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","107","Cheewhat_Lake",1988-05-20,1988-05-19,1988-05-19,"1988-05-18","1988-05-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","107","Cheewhat_Lake",1988-07-21,1988-07-21,1988-07-21,"1988-07-19","1988-07-23","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","107","Cheewhat_Lake",1988-07-22,1988-07-21,1988-07-21,"1988-07-20","1988-07-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","107","Cheewhat_Lake",1988-08-19,1988-08-19,1988-08-19,"1988-08-17","1988-08-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","107","Cheewhat_Lake",1988-08-20,1988-08-19,1988-08-19,"1988-08-18","1988-08-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","107","Cheewhat_Lake",1989-03-07,1989-03-07,1989-03-07,"1989-03-05","1989-03-09","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","107","Cheewhat_Lake",NA,NA,1988-05-20,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","107","Cheewhat_Lake",NA,NA,1988-07-22,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","179","Cougar_Lake",NA,NA,1988-09-06,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","179","Cougar_Lake",NA,NA,1988-09-07,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","177","Deer_Lake",NA,NA,1988-09-05,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","29","Devon_Lake",NA,NA,1988-07-31,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","181","Ellerslie_Lake",1988-08-31,1988-08-31,1988-08-31,"1988-08-29","1988-09-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","181","Ellerslie_Lake",1988-09-01,1988-08-31,1988-08-31,"1988-08-30","1988-09-03","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","181","Ellerslie_Lake",1988-09-02,1988-08-31,1988-08-31,"1988-08-31","1988-09-04","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","181","Ellerslie_Lake",NA,NA,1988-09-01,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","181","Ellerslie_Lake",NA,NA,1988-09-02,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","1","Great_Central_Lake",1988-10-13,1988-10-13,1988-10-13,"1988-10-11","1988-10-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","3","Henderson_Lake",1988-07-07,1988-07-07,1988-07-07,"1988-07-05","1988-07-09","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","3","Henderson_Lake",1988-07-08,1988-07-07,1988-07-07,"1988-07-06","1988-07-10","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","3","Henderson_Lake",1988-09-22,1988-09-22,1988-09-22,"1988-09-20","1988-09-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","3","Henderson_Lake",1988-09-23,1988-09-22,1988-09-22,"1988-09-21","1988-09-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","3","Henderson_Lake",NA,NA,1988-07-08,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","3","Henderson_Lake",NA,NA,1988-09-23,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1988","6","Hobiton_Lake",1988-06-02,1988-06-01,1988-06-01,"1988-05-31","1988-06-04","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","6","Hobiton_Lake",1988-06-14,1988-06-14,1988-06-14,"1988-06-12","1988-06-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","6","Hobiton_Lake",1988-06-15,1988-06-14,1988-06-14,"1988-06-13","1988-06-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","6","Hobiton_Lake",1988-06-29,1988-06-29,1988-06-29,"1988-06-27","1988-07-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","6","Hobiton_Lake",1988-06-30,1988-06-29,1988-06-29,"1988-06-28","1988-07-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1988","6","Hobiton_Lake",1988-07-01,1988-06-29,1988-06-29,"1988-06-29","1988-07-03","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
