"lake_code","lake_name","survey_date_trawl","interval_start","interval_end","ats_year","source_file","survey_date_acoustic","match_status"
"2","Sproat_Lake",1990-10-17,"1990-10-15","1990-10-19","1990","Trawl, Acoustic",1990-10-16,"MATCH"
"2","Sproat_Lake",1990-10-17,"1990-10-15","1990-10-19","1990","Trawl, Acoustic",1990-10-17,"MATCH"
"2","Sproat_Lake",1990-10-17,"1990-10-15","1990-10-19","1990","Trawl, Acoustic",1990-10-18,"MATCH"
"23","Vernon_Lake",1990-09-18,"1990-09-16","1990-09-20","1990","Trawl, Acoustic",1990-09-19,"MATCH"
"23","Vernon_Lake",1990-09-19,"1990-09-17","1990-09-21","1990","Trawl, Acoustic",1990-09-19,"MATCH"
"22","Woss_Lake",1990-08-23,"1990-08-21","1990-08-25","1990","Trawl, Acoustic",1990-08-23,"MATCH"
"22","Woss_Lake",1990-08-24,"1990-08-22","1990-08-26","1990","Trawl, Acoustic",1990-08-23,"MATCH"
"69","Yakoun_Lake",1990-08-18,"1990-08-16","1990-08-20","1990","Trawl, Acoustic",1990-08-17,"MATCH"
"69","Yakoun_Lake",1990-08-19,"1990-08-17","1990-08-21","1990","Trawl, Acoustic",1990-08-17,"MATCH"
"107","Cheewhat_Lake",1991-07-23,"1991-07-21","1991-07-25","1991","Trawl, Acoustic",1991-07-22,"MATCH"
"107","Cheewhat_Lake",1991-10-11,"1991-10-09","1991-10-13","1991","Trawl, Acoustic",1991-10-11,"MATCH"
"107","Cheewhat_Lake",1992-02-19,"1992-02-17","1992-02-21","1991","Trawl, Acoustic",1992-02-19,"MATCH"
"38","Damdochax_Lake",1991-09-06,"1991-09-04","1991-09-08","1991","Trawl, Acoustic",1991-09-06,"MATCH"
"38","Damdochax_Lake",1991-09-07,"1991-09-05","1991-09-09","1991","Trawl, Acoustic",1991-09-06,"MATCH"
"181","Ellerslie_Lake",1991-08-24,"1991-08-22","1991-08-26","1991","Trawl, Acoustic",1991-08-24,"MATCH"
"11","Fred_Wright_Lake",1991-09-08,"1991-09-06","1991-09-10","1991","Trawl, Acoustic",1991-09-08,"MATCH"
"11","Fred_Wright_Lake",1991-09-09,"1991-09-07","1991-09-11","1991","Trawl, Acoustic",1991-09-08,"MATCH"
"1","Great_Central_Lake",1991-07-17,"1991-07-15","1991-07-19","1991","Trawl, Acoustic",1991-07-18,"MATCH"
"1","Great_Central_Lake",1991-07-18,"1991-07-16","1991-07-20","1991","Trawl, Acoustic",1991-07-18,"MATCH"
"1","Great_Central_Lake",1991-07-19,"1991-07-17","1991-07-21","1991","Trawl, Acoustic",1991-07-18,"MATCH"
"1","Great_Central_Lake",1991-10-30,"1991-10-28","1991-11-01","1991","Trawl, Acoustic",1991-10-30,"MATCH"
"1","Great_Central_Lake",1991-10-31,"1991-10-29","1991-11-02","1991","Trawl, Acoustic",1991-10-30,"MATCH"
"1","Great_Central_Lake",1992-02-25,"1992-02-23","1992-02-27","1991","Trawl, Acoustic",1992-02-25,"MATCH"
"1","Great_Central_Lake",1992-02-26,"1992-02-24","1992-02-28","1991","Trawl, Acoustic",1992-02-25,"MATCH"
"3","Henderson_Lake",1991-06-26,"1991-06-24","1991-06-28","1991","Trawl, Acoustic",1991-06-25,"MATCH"
"3","Henderson_Lake",1991-10-08,"1991-10-06","1991-10-10","1991","Trawl, Acoustic",1991-10-08,"MATCH"
"3","Henderson_Lake",1991-10-09,"1991-10-07","1991-10-11","1991","Trawl, Acoustic",1991-10-08,"MATCH"
"3","Henderson_Lake",1992-02-12,"1992-02-10","1992-02-14","1991","Trawl, Acoustic",1992-02-12,"MATCH"
"6","Hobiton_Lake",1991-05-24,"1991-05-22","1991-05-26","1991","Trawl, Acoustic",1991-05-23,"MATCH"
"6","Hobiton_Lake",1991-06-27,"1991-06-25","1991-06-29","1991","Trawl, Acoustic",1991-06-26,"MATCH"
"6","Hobiton_Lake",1991-07-22,"1991-07-20","1991-07-24","1991","Trawl, Acoustic",1991-07-21,"MATCH"
"6","Hobiton_Lake",1991-07-22,"1991-07-20","1991-07-24","1991","Trawl, Acoustic",1991-07-22,"MATCH"
"6","Hobiton_Lake",1991-08-16,"1991-08-14","1991-08-18","1991","Trawl, Acoustic",1991-08-15,"MATCH"
"6","Hobiton_Lake",1991-10-10,"1991-10-08","1991-10-12","1991","Trawl, Acoustic",1991-10-10,"MATCH"
"6","Hobiton_Lake",1992-02-18,"1992-02-16","1992-02-20","1991","Trawl, Acoustic",1992-02-18,"MATCH"
"6","Hobiton_Lake",1992-02-19,"1992-02-17","1992-02-21","1991","Trawl, Acoustic",1992-02-18,"MATCH"
"26","Ian_Lake",1991-10-23,"1991-10-21","1991-10-25","1991","Trawl, Acoustic",1991-10-23,"MATCH"
"40","Kennedy_Lake_(Clay)",1991-10-22,"1991-10-20","1991-10-24","1991","Trawl, Acoustic",1991-10-22,"MATCH"
"40","Kennedy_Lake_(Clay)",1991-10-23,"1991-10-21","1991-10-25","1991","Trawl, Acoustic",1991-10-22,"MATCH"
"41","Kennedy_Lake_(Main)",1991-10-24,"1991-10-22","1991-10-26","1991","Trawl, Acoustic",1991-10-23,"MATCH"
"180","Link_Lake",1991-08-23,"1991-08-21","1991-08-25","1991","Trawl, Acoustic",1991-08-22,"MATCH"
"43","Meziadin_Lake",1991-08-30,"1991-08-28","1991-09-01","1991","Trawl, Acoustic",1991-08-31,"MATCH"
"43","Meziadin_Lake",1991-08-31,"1991-08-29","1991-09-02","1991","Trawl, Acoustic",1991-08-31,"MATCH"
"21","Nimpkish_Lake",1992-03-11,"1992-03-09","1992-03-13","1991","Trawl, Acoustic",1992-03-11,"MATCH"
"21","Nimpkish_Lake",1992-03-12,"1992-03-10","1992-03-14","1991","Trawl, Acoustic",1992-03-11,"MATCH"
"2","Sproat_Lake",1991-07-19,"1991-07-17","1991-07-21","1991","Trawl, Acoustic",1991-07-19,"MATCH"
"2","Sproat_Lake",1991-07-20,"1991-07-18","1991-07-22","1991","Trawl, Acoustic",1991-07-19,"MATCH"
"2","Sproat_Lake",1991-07-21,"1991-07-19","1991-07-23","1991","Trawl, Acoustic",1991-07-19,"MATCH"
"2","Sproat_Lake",1992-02-24,"1992-02-22","1992-02-26","1991","Trawl, Acoustic",1992-02-24,"MATCH"
"2","Sproat_Lake",1992-02-25,"1992-02-23","1992-02-27","1991","Trawl, Acoustic",1992-02-24,"MATCH"
"64","Tahltan_Lake",1991-09-10,"1991-09-08","1991-09-12","1991","Trawl, Acoustic",1991-09-10,"MATCH"
"64","Tahltan_Lake",1991-09-11,"1991-09-09","1991-09-13","1991","Trawl, Acoustic",1991-09-10,"MATCH"
"64","Tahltan_Lake",1991-09-12,"1991-09-10","1991-09-14","1991","Trawl, Acoustic",1991-09-10,"MATCH"
"67","Trapper_Lake",1991-09-17,"1991-09-15","1991-09-19","1991","Trawl, Acoustic",1991-09-17,"MATCH"
"23","Vernon_Lake",1992-03-14,"1992-03-12","1992-03-16","1991","Trawl, Acoustic",1992-03-14,"MATCH"
"22","Woss_Lake",1992-03-13,"1992-03-11","1992-03-15","1991","Trawl, Acoustic",1992-03-13,"MATCH"
"69","Yakoun_Lake",1991-10-26,"1991-10-24","1991-10-28","1991","Trawl, Acoustic",1991-10-25,"MATCH"
"1","Great_Central_Lake",1992-10-27,"1992-10-25","1992-10-29","1992","Trawl, Acoustic",1992-10-27,"MATCH"
"1","Great_Central_Lake",1993-02-11,"1993-02-09","1993-02-13","1992","Trawl, Acoustic",1993-02-11,"MATCH"
"1","Great_Central_Lake",1993-02-11,"1993-02-09","1993-02-13","1992","Trawl, Acoustic",1993-02-12,"MATCH"
"1","Great_Central_Lake",1993-02-12,"1993-02-10","1993-02-14","1992","Trawl, Acoustic",1993-02-11,"MATCH"
"1","Great_Central_Lake",1993-02-12,"1993-02-10","1993-02-14","1992","Trawl, Acoustic",1993-02-12,"MATCH"
"3","Henderson_Lake",1992-12-03,"1992-12-01","1992-12-05","1992","Trawl, Acoustic",1992-12-03,"MATCH"
"3","Henderson_Lake",1992-12-04,"1992-12-02","1992-12-06","1992","Trawl, Acoustic",1992-12-03,"MATCH"
"3","Henderson_Lake",1993-02-25,"1993-02-23","1993-02-27","1992","Trawl, Acoustic",1993-02-26,"MATCH"
"3","Henderson_Lake",1993-02-26,"1993-02-24","1993-02-28","1992","Trawl, Acoustic",1993-02-26,"MATCH"
"6","Hobiton_Lake",1992-11-27,"1992-11-25","1992-11-29","1992","Trawl, Acoustic",1992-11-27,"MATCH"
"6","Hobiton_Lake",1992-11-28,"1992-11-26","1992-11-30","1992","Trawl, Acoustic",1992-11-27,"MATCH"
"6","Hobiton_Lake",1993-02-24,"1993-02-22","1993-02-26","1992","Trawl, Acoustic",1993-02-24,"MATCH"
"6","Hobiton_Lake",1993-02-25,"1993-02-23","1993-02-27","1992","Trawl, Acoustic",1993-02-24,"MATCH"
"24","Schoen_Lake",1992-08-13,"1992-08-11","1992-08-15","1992","Trawl, Acoustic",1992-08-13,"MATCH"
"2","Sproat_Lake",1992-10-26,"1992-10-24","1992-10-28","1992","Trawl, Acoustic",1992-10-26,"MATCH"
"2","Sproat_Lake",1992-10-27,"1992-10-25","1992-10-29","1992","Trawl, Acoustic",1992-10-26,"MATCH"
"2","Sproat_Lake",1993-02-10,"1993-02-08","1993-02-12","1992","Trawl, Acoustic",1993-02-10,"MATCH"
"2","Sproat_Lake",1993-02-11,"1993-02-09","1993-02-13","1992","Trawl, Acoustic",1993-02-10,"MATCH"
"66","Tatsamenie_Lake",1992-08-01,"1992-07-30","1992-08-03","1992","Trawl, Acoustic",1992-08-01,"MATCH"
"66","Tatsamenie_Lake",1992-08-02,"1992-07-31","1992-08-04","1992","Trawl, Acoustic",1992-08-01,"MATCH"
"23","Vernon_Lake",1992-08-12,"1992-08-10","1992-08-14","1992","Trawl, Acoustic",1992-08-11,"MATCH"
"22","Woss_Lake",1992-08-12,"1992-08-10","1992-08-14","1992","Trawl, Acoustic",1992-08-12,"MATCH"
"22","Woss_Lake",1992-08-13,"1992-08-11","1992-08-15","1992","Trawl, Acoustic",1992-08-12,"MATCH"
"69","Yakoun_Lake",1992-08-04,"1992-08-02","1992-08-06","1992","Trawl, Acoustic",1992-08-02,"MATCH"
"3","Henderson_Lake",1993-07-17,"1993-07-15","1993-07-19","1993","Trawl, Acoustic",1993-07-17,"MATCH"
"3","Henderson_Lake",1993-07-18,"1993-07-16","1993-07-20","1993","Trawl, Acoustic",1993-07-17,"MATCH"
"3","Henderson_Lake",1993-10-26,"1993-10-24","1993-10-28","1993","Trawl, Acoustic",1993-10-26,"MATCH"
"3","Henderson_Lake",1993-10-27,"1993-10-25","1993-10-29","1993","Trawl, Acoustic",1993-10-26,"MATCH"
"3","Henderson_Lake",1994-02-16,"1994-02-14","1994-02-18","1993","Trawl, Acoustic",1994-02-15,"MATCH"
"55","Mathers_Lake",1993-08-28,"1993-08-26","1993-08-30","1993","Trawl, Acoustic",1993-08-28,"MATCH"
"55","Mathers_Lake",1993-08-29,"1993-08-27","1993-08-31","1993","Trawl, Acoustic",1993-08-28,"MATCH"
"118","Megin_Lake",1994-03-11,"1994-03-09","1994-03-13","1993","Trawl, Acoustic",1994-03-11,"MATCH"
"45","Muchalat_Lake",1993-11-30,"1993-11-28","1993-12-02","1993","Trawl, Acoustic",1993-11-30,"MATCH"
"64","Tahltan_Lake",1993-09-18,"1993-09-16","1993-09-20","1993","Trawl, Acoustic",1993-09-18,"MATCH"
"64","Tahltan_Lake",1993-09-19,"1993-09-17","1993-09-21","1993","Trawl, Acoustic",1993-09-18,"MATCH"
"64","Tahltan_Lake",1993-09-20,"1993-09-18","1993-09-22","1993","Trawl, Acoustic",1993-09-18,"MATCH"
"66","Tatsamenie_Lake",1993-09-14,"1993-09-12","1993-09-16","1993","Trawl, Acoustic",1993-09-14,"MATCH"
"66","Tatsamenie_Lake",1993-09-15,"1993-09-13","1993-09-17","1993","Trawl, Acoustic",1993-09-14,"MATCH"
"66","Tatsamenie_Lake",1993-09-16,"1993-09-14","1993-09-18","1993","Trawl, Acoustic",1993-09-14,"MATCH"
"1","Great_Central_Lake",1995-01-25,"1995-01-23","1995-01-27","1994","Trawl, Acoustic",1995-01-25,"MATCH"
"1","Great_Central_Lake",1995-01-25,"1995-01-23","1995-01-27","1994","Trawl, Acoustic",1995-01-26,"MATCH"
"1","Great_Central_Lake",1995-01-26,"1995-01-24","1995-01-28","1994","Trawl, Acoustic",1995-01-25,"MATCH"
"1","Great_Central_Lake",1995-01-26,"1995-01-24","1995-01-28","1994","Trawl, Acoustic",1995-01-26,"MATCH"
"3","Henderson_Lake",1994-11-19,"1994-11-17","1994-11-21","1994","Trawl, Acoustic",1994-11-17,"MATCH"
"3","Henderson_Lake",1995-03-01,"1995-02-27","1995-03-03","1994","Trawl, Acoustic",1995-03-02,"MATCH"
"41","Kennedy_Lake_(Main)",1995-01-14,"1995-01-12","1995-01-16","1994","Trawl, Acoustic",1995-01-14,"MATCH"
"45","Muchalat_Lake",1995-02-10,"1995-02-08","1995-02-12","1994","Trawl, Acoustic",1995-02-10,"MATCH"
"12","Alastair_Lake",1995-10-11,"1995-10-09","1995-10-13","1995","Trawl, Acoustic",1995-10-11,"MATCH"
"16","Bear_Lake",1995-10-03,"1995-10-01","1995-10-05","1995","Trawl, Acoustic",1995-10-01,"MATCH"
"3","Henderson_Lake",1995-06-21,"1995-06-19","1995-06-23","1995","Trawl, Acoustic",1995-06-21,"MATCH"
"3","Henderson_Lake",1995-06-21,"1995-06-19","1995-06-23","1995","Trawl, Acoustic",1995-06-23,"MATCH"
"3","Henderson_Lake",1995-06-22,"1995-06-20","1995-06-24","1995","Trawl, Acoustic",1995-06-21,"MATCH"
"3","Henderson_Lake",1995-06-22,"1995-06-20","1995-06-24","1995","Trawl, Acoustic",1995-06-23,"MATCH"
"3","Henderson_Lake",1995-10-12,"1995-10-10","1995-10-14","1995","Trawl, Acoustic",1995-10-11,"MATCH"
"3","Henderson_Lake",1995-10-13,"1995-10-11","1995-10-15","1995","Trawl, Acoustic",1995-10-11,"MATCH"
"40","Kennedy_Lake_(Clay)",1996-02-11,"1996-02-09","1996-02-13","1995","Trawl, Acoustic",1996-02-12,"MATCH"
"40","Kennedy_Lake_(Clay)",1996-02-12,"1996-02-10","1996-02-14","1995","Trawl, Acoustic",1996-02-12,"MATCH"
"41","Kennedy_Lake_(Main)",1996-02-12,"1996-02-10","1996-02-14","1995","Trawl, Acoustic",1996-02-11,"MATCH"
"41","Kennedy_Lake_(Main)",1996-02-13,"1996-02-11","1996-02-15","1995","Trawl, Acoustic",1996-02-11,"MATCH"
"227","Kitwanga_Lake",1995-10-10,"1995-10-08","1995-10-12","1995","Trawl, Acoustic",1995-10-09,"MATCH"
"118","Megin_Lake",1995-10-15,"1995-10-13","1995-10-17","1995","Trawl, Acoustic",1995-10-15,"MATCH"
"118","Megin_Lake",1996-03-19,"1996-03-17","1996-03-21","1995","Trawl, Acoustic",1996-03-20,"MATCH"
"118","Megin_Lake",1996-03-20,"1996-03-18","1996-03-22","1995","Trawl, Acoustic",1996-03-20,"MATCH"
"56","Morrison_Lake",1995-09-29,"1995-09-27","1995-10-01","1995","Trawl, Acoustic",1995-09-29,"MATCH"
"45","Muchalat_Lake",1995-08-15,"1995-08-13","1995-08-17","1995","Trawl, Acoustic",1995-08-14,"MATCH"
"45","Muchalat_Lake",1995-08-15,"1995-08-13","1995-08-17","1995","Trawl, Acoustic",1995-08-15,"MATCH"
"45","Muchalat_Lake",1996-03-13,"1996-03-11","1996-03-15","1995","Trawl, Acoustic",1996-03-13,"MATCH"
"2","Sproat_Lake",1996-01-31,"1996-01-29","1996-02-02","1995","Trawl, Acoustic",1996-01-30,"MATCH"
"13","Swan_Lake",1995-10-07,"1995-10-05","1995-10-09","1995","Trawl, Acoustic",1995-10-06,"MATCH"
"107","Cheewhat_Lake",1996-08-01,"1996-07-30","1996-08-03","1996","Trawl, Acoustic",1996-07-31,"MATCH"
"107","Cheewhat_Lake",1996-09-01,"1996-08-30","1996-09-03","1996","Trawl, Acoustic",1996-09-01,"MATCH"
"1","Great_Central_Lake",1996-07-25,"1996-07-23","1996-07-27","1996","Trawl, Acoustic",1996-07-25,"MATCH"
"1","Great_Central_Lake",1996-11-20,"1996-11-18","1996-11-22","1996","Trawl, Acoustic",1996-11-20,"MATCH"
"1","Great_Central_Lake",1997-02-26,"1997-02-24","1997-02-28","1996","Trawl, Acoustic",1997-02-26,"MATCH"
"1","Great_Central_Lake",1997-02-27,"1997-02-25","1997-03-01","1996","Trawl, Acoustic",1997-02-26,"MATCH"
"3","Henderson_Lake",1996-07-05,"1996-07-03","1996-07-07","1996","Trawl, Acoustic",1996-07-03,"MATCH"
"3","Henderson_Lake",1996-07-29,"1996-07-27","1996-07-31","1996","Trawl, Acoustic",1996-07-27,"MATCH"
"3","Henderson_Lake",1997-02-06,"1997-02-04","1997-02-08","1996","Trawl, Acoustic",1997-02-04,"MATCH"
"6","Hobiton_Lake",1996-07-31,"1996-07-29","1996-08-02","1996","Trawl, Acoustic",1996-07-30,"MATCH"
"6","Hobiton_Lake",1996-08-31,"1996-08-29","1996-09-02","1996","Trawl, Acoustic",1996-08-31,"MATCH"
"26","Ian_Lake",1996-09-13,"1996-09-11","1996-09-15","1996","Trawl, Acoustic",1996-09-12,"MATCH"
"41","Kennedy_Lake_(Main)",1996-11-01,"1996-10-30","1996-11-03","1996","Trawl, Acoustic",1996-10-30,"MATCH"
"2","Sproat_Lake",1996-07-22,"1996-07-20","1996-07-24","1996","Trawl, Acoustic",1996-07-22,"MATCH"
"2","Sproat_Lake",1996-07-23,"1996-07-21","1996-07-25","1996","Trawl, Acoustic",1996-07-22,"MATCH"
"2","Sproat_Lake",1996-07-24,"1996-07-22","1996-07-26","1996","Trawl, Acoustic",1996-07-22,"MATCH"
"2","Sproat_Lake",1996-11-19,"1996-11-17","1996-11-21","1996","Trawl, Acoustic",1996-11-19,"MATCH"
"2","Sproat_Lake",1997-02-24,"1997-02-22","1997-02-26","1996","Trawl, Acoustic",1997-02-24,"MATCH"
"2","Sproat_Lake",1997-02-25,"1997-02-23","1997-02-27","1996","Trawl, Acoustic",1997-02-24,"MATCH"
"69","Yakoun_Lake",1996-09-14,"1996-09-12","1996-09-16","1996","Trawl, Acoustic",1996-09-14,"MATCH"
"1","Great_Central_Lake",1997-11-20,"1997-11-18","1997-11-22","1997","Trawl, Acoustic",1997-11-20,"MATCH"
"801","Long_Lake_(A)",1997-08-28,"1997-08-26","1997-08-30","1997","Trawl, Acoustic",1997-08-27,"MATCH"
"44","Muriel_Lake",1997-10-21,"1997-10-19","1997-10-23","1997","Trawl, Acoustic",1997-10-20,"MATCH"
"2","Sproat_Lake",1997-07-22,"1997-07-20","1997-07-24","1997","Trawl, Acoustic",1997-07-22,"MATCH"
"69","Yakoun_Lake",1997-09-17,"1997-09-15","1997-09-19","1997","Trawl, Acoustic",1997-09-15,"MATCH"
"802","Long_Lake_(B)",1998-09-22,"1998-09-20","1998-09-24","1998","Trawl, Acoustic",1998-09-21,"MATCH"
"802","Long_Lake_(B)",1998-09-23,"1998-09-21","1998-09-25","1998","Trawl, Acoustic",1998-09-21,"MATCH"
"801","Long_Lake_(A)",1999-09-07,"1999-09-05","1999-09-09","1999","Trawl, Acoustic",1999-09-06,"MATCH"
"801","Long_Lake_(A)",1999-09-08,"1999-09-06","1999-09-10","1999","Trawl, Acoustic",1999-09-06,"MATCH"
"802","Long_Lake_(B)",1999-09-08,"1999-09-06","1999-09-10","1999","Trawl, Acoustic",1999-09-06,"MATCH"
"1","Great_Central_Lake",1977-09-28,"1977-09-26","1977-09-30","1977","Trawl",NA,"MISMATCH"
"1","Great_Central_Lake",1977-09-29,"1977-09-27","1977-10-01","1977","Trawl",NA,"MISMATCH"
"1","Great_Central_Lake",1978-03-09,"1978-03-07","1978-03-11","1977","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1977-08-16,"1977-08-14","1977-08-18","1977","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1977-08-17,"1977-08-15","1977-08-19","1977","Trawl",NA,"MISMATCH"
"41","Kennedy_Lake_(Main)",1977-08-15,"1977-08-13","1977-08-17","1977","Trawl",NA,"MISMATCH"
"41","Kennedy_Lake_(Main)",1977-08-16,"1977-08-14","1977-08-18","1977","Trawl",NA,"MISMATCH"
"8","Long_Lake",1978-02-15,"1978-02-13","1978-02-17","1977","Trawl",NA,"MISMATCH"
"12","Alastair_Lake",1978-10-08,"1978-10-06","1978-10-10","1978","Trawl",NA,"MISMATCH"
"16","Bear_Lake",1978-07-16,"1978-07-14","1978-07-18","1978","Trawl",NA,"MISMATCH"
"16","Bear_Lake",1978-07-17,"1978-07-15","1978-07-19","1978","Trawl",NA,"MISMATCH"
"16","Bear_Lake",1978-11-25,"1978-11-23","1978-11-27","1978","Trawl",NA,"MISMATCH"
"11","Fred_Wright_Lake",1978-06-26,"1978-06-24","1978-06-28","1978","Trawl",NA,"MISMATCH"
"1","Great_Central_Lake",1979-02-27,"1979-02-25","1979-03-01","1978","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1978-07-19,"1978-07-17","1978-07-21","1978","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1978-09-13,"1978-09-11","1978-09-15","1978","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1978-09-14,"1978-09-12","1978-09-16","1978","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1978-11-30,"1978-11-28","1978-12-02","1978","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1979-03-28,"1979-03-26","1979-03-30","1978","Trawl",NA,"MISMATCH"
"41","Kennedy_Lake_(Main)",1978-08-17,"1978-08-15","1978-08-19","1978","Trawl",NA,"MISMATCH"
"41","Kennedy_Lake_(Main)",1978-09-12,"1978-09-10","1978-09-14","1978","Trawl",NA,"MISMATCH"
"41","Kennedy_Lake_(Main)",1978-09-13,"1978-09-11","1978-09-15","1978","Trawl",NA,"MISMATCH"
"8","Long_Lake",1978-08-23,"1978-08-21","1978-08-25","1978","Trawl",NA,"MISMATCH"
"8","Long_Lake",1978-08-24,"1978-08-22","1978-08-26","1978","Trawl",NA,"MISMATCH"
"8","Long_Lake",1979-03-21,"1979-03-19","1979-03-23","1978","Trawl",NA,"MISMATCH"
"8","Long_Lake",1979-03-22,"1979-03-20","1979-03-24","1978","Trawl",NA,"MISMATCH"
"43","Meziadin_Lake",1978-06-23,"1978-06-21","1978-06-25","1978","Trawl",NA,"MISMATCH"
"43","Meziadin_Lake",1978-06-24,"1978-06-22","1978-06-26","1978","Trawl",NA,"MISMATCH"
"43","Meziadin_Lake",1978-10-11,"1978-10-09","1978-10-13","1978","Trawl",NA,"MISMATCH"
"15","Morice_Lake",1978-07-24,"1978-07-22","1978-07-26","1978","Trawl",NA,"MISMATCH"
"15","Morice_Lake",1978-07-25,"1978-07-23","1978-07-27","1978","Trawl",NA,"MISMATCH"
"18","Owikeno_Lake",1978-09-26,"1978-09-24","1978-09-28","1978","Trawl",NA,"MISMATCH"
"18","Owikeno_Lake",1978-09-27,"1978-09-25","1978-09-29","1978","Trawl",NA,"MISMATCH"
"19","Simpson_Lake",1978-07-20,"1978-07-18","1978-07-22","1978","Trawl",NA,"MISMATCH"
"14","Stephens_Lake",1978-07-06,"1978-07-04","1978-07-08","1978","Trawl",NA,"MISMATCH"
"14","Stephens_Lake",1978-10-01,"1978-09-29","1978-10-03","1978","Trawl",NA,"MISMATCH"
"13","Swan_Lake",1978-07-04,"1978-07-02","1978-07-06","1978","Trawl",NA,"MISMATCH"
"13","Swan_Lake",1978-07-05,"1978-07-03","1978-07-07","1978","Trawl",NA,"MISMATCH"
"13","Swan_Lake",1978-09-30,"1978-09-28","1978-10-02","1978","Trawl",NA,"MISMATCH"
"1","Great_Central_Lake",1979-05-02,"1979-04-30","1979-05-04","1979","Trawl",NA,"MISMATCH"
"1","Great_Central_Lake",1979-08-22,"1979-08-20","1979-08-24","1979","Trawl",NA,"MISMATCH"
"1","Great_Central_Lake",1979-08-23,"1979-08-21","1979-08-25","1979","Trawl",NA,"MISMATCH"
"1","Great_Central_Lake",1979-11-01,"1979-10-30","1979-11-03","1979","Trawl",NA,"MISMATCH"
"1","Great_Central_Lake",1979-11-02,"1979-10-31","1979-11-04","1979","Trawl",NA,"MISMATCH"
"1","Great_Central_Lake",1980-01-14,"1980-01-12","1980-01-16","1979","Trawl",NA,"MISMATCH"
"1","Great_Central_Lake",1980-01-15,"1980-01-13","1980-01-17","1979","Trawl",NA,"MISMATCH"
"3","Henderson_Lake",1979-11-27,"1979-11-25","1979-11-29","1979","Trawl",NA,"MISMATCH"
"6","Hobiton_Lake",1980-03-01,"1980-02-28","1980-03-03","1979","Trawl",NA,"MISMATCH"
"6","Hobiton_Lake",1980-03-02,"1980-02-29","1980-03-04","1979","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1979-07-25,"1979-07-23","1979-07-27","1979","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1979-07-26,"1979-07-24","1979-07-28","1979","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1979-09-11,"1979-09-09","1979-09-13","1979","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1979-09-12,"1979-09-10","1979-09-14","1979","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1979-11-06,"1979-11-04","1979-11-08","1979","Trawl",NA,"MISMATCH"
"40","Kennedy_Lake_(Clay)",1979-11-07,"1979-11-05","1979-11-09","1979","Trawl",NA,"MISMATCH"
"41","Kennedy_Lake_(Main)",1979-07-26,"1979-07-24","1979-07-28","1979","Trawl",NA,"MISMATCH"
"41","Kennedy_Lake_(Main)",1979-07-27,"1979-07-25","1979-07-29","1979","Trawl",NA,"MISMATCH"
"41","Kennedy_Lake_(Main)",1979-09-12,"1979-09-10","1979-09-14","1979","Trawl",NA,"MISMATCH"
"41","Kennedy_Lake_(Main)",1979-09-13,"1979-09-11","1979-09-15","1979","Trawl",NA,"MISMATCH"
"41","Kennedy_Lake_(Main)",1979-11-07,"1979-11-05","1979-11-09","1979","Trawl",NA,"MISMATCH"
"17","Kitlope_Lake",1979-07-19,"1979-07-17","1979-07-21","1979","Trawl",NA,"MISMATCH"
"17","Kitlope_Lake",1979-07-20,"1979-07-18","1979-07-22","1979","Trawl",NA,"MISMATCH"
"8","Long_Lake",1979-08-28,"1979-08-26","1979-08-30","1979","Trawl",NA,"MISMATCH"
"20","Lowe_Lake",1979-07-14,"1979-07-12","1979-07-16","1979","Trawl",NA,"MISMATCH"
"32","Mercer_Lake",1979-08-01,"1979-07-30","1979-08-03","1979","Trawl",NA,"MISMATCH"
"32","Mercer_Lake",1979-08-02,"1979-07-31","1979-08-04","1979","Trawl",NA,"MISMATCH"
"2","Sproat_Lake",1980-03-02,"1980-02-29","1980-03-04","1979","Trawl",NA,"MISMATCH"
"2","Sproat_Lake",1980-03-03,"1980-03-01","1980-03-05","1979","Trawl",NA,"MISMATCH"
"2","Sproat_Lake",1980-03-04,"1980-03-02","1980-03-06","1979","Trawl",NA,"MISMATCH"
"1","Great_Central_Lake",1980-09-23,"1980-09-21","1980-09-25","1980","Trawl",NA,"MISMATCH"
"1","Great_Central_Lake",1980-09-24,"1980-09-22","1980-09-26","1980","Trawl",NA,"MISMATCH"
"8","Long_Lake",1980-05-13,"1980-05-11","1980-05-15","1980","Trawl",NA,"MISMATCH"
"8","Long_Lake",1980-05-14,"1980-05-12","1980-05-16","1980","Trawl",NA,"MISMATCH"
